Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000640,2018-03-09,buy,129000,0.759,2018-02-28/2018-03-02/2018-03-05/2018-03-06/2018-03-07/2018-03-08,2019-01-02,128500,2018-03-14
000640,2018-08-01,buy,98500,0.741,2018-07-24/2018-07-25/2018-07-26/2018-07-27/2018-07-30/2018-07-31,2019-01-03,99000,2018-08-06
000640,2018-08-02,buy,97500,0.773,2018-07-24/2018-07-25/2018-07-26/2018-07-27/2018-07-30/2018-07-31/2018-08-01,2019-01-02,99700,2018-08-07
000640,2018-11-05,buy,90900,0.707,2018-10-26/2018-10-29/2018-10-30/2018-10-31/2018-11-01/2018-11-02,2019-01-02,93700,2018-11-12
000640,2018-11-19,buy,99400,0.75,2018-11-12/2018-11-13/2018-11-14/2018-11-15/2018-11-16,2019-11-07,103000,2018-11-26
000640,2019-02-12,buy,104500,0.745,2019-01-28/2019-01-29/2019-01-30/2019-01-31/2019-02-01/2019-02-07/2019-02-08/2019-02-11,2019-03-06,104500,2019-02-18
000640,2019-03-26,buy,104500,0.746,2019-03-21/2019-03-22/2019-03-25,2019-03-26,106000,2019-04-01
000640,2019-03-27,buy,103000,0.788,2019-03-21/2019-03-22/2019-03-25/2019-03-26,2019-03-27,106000,2019-04-01
000640,2019-03-28,buy,101000,0.832,2019-03-21/2019-03-22/2019-03-25/2019-03-26/2019-03-27,2019-03-28,104000,2019-04-02
000640,2019-04-01,buy,106000,0.811,2019-03-22/2019-03-25/2019-03-26/2019-03-27/2019-03-28/2019-03-29,2019-04-04,110000,2019-04-08
000640,2019-04-19,buy,110000,0.759,2019-04-12/2019-04-15/2019-04-16/2019-04-17/2019-04-18,2019-04-19,107500,2019-04-24
000640,2019-05-08,buy,104000,0.76,2019-04-29/2019-04-30/2019-05-02/2019-05-03/2019-05-07,2019-05-08,99900,2019-05-13
000640,2019-05-14,buy,102000,0.741,2019-05-08/2019-05-09/2019-05-10/2019-05-13,2019-05-14,100500,2019-05-20
000640,2019-05-15,buy,103000,0.754,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14,2019-05-16,100500,2019-05-20
000640,2019-05-27,buy,102500,0.703,2019-05-16/2019-05-17/2019-05-20/2019-05-21/2019-05-22/2019-05-23/2019-05-24,2019-05-28,96400,2019-06-03
000640,2019-05-31,buy,96900,0.723,2019-05-27/2019-05-28/2019-05-29/2019-05-30,2019-05-31,97000,2019-06-05
000640,2019-06-03,buy,96400,0.855,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31,2019-06-03,97600,2019-06-10
000640,2019-06-04,buy,96300,0.826,2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03,2019-06-04,97600,2019-06-10
000640,2019-06-05,buy,97000,0.827,2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04,2019-06-05,97600,2019-06-10
000640,2019-06-11,buy,98200,0.885,2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04/2019-06-05/2019-06-07/2019-06-10,2019-06-25,98300,2019-06-17
000640,2019-06-12,buy,97100,0.712,2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04/2019-06-05/2019-06-07/2019-06-10/2019-06-11,2019-06-13,98300,2019-06-17
000640,2019-07-04,buy,96700,0.722,2019-06-13/2019-06-14/2019-06-17/2019-06-18/2019-06-19/2019-06-20/2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01/2019-07-02/2019-07-03,2019-07-04,95800,2019-07-09
000640,2019-07-10,buy,94900,0.75,2019-06-13/2019-06-14/2019-06-17/2019-06-18/2019-06-19/2019-06-20/2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01/2019-07-02/2019-07-03/2019-07-04/2019-07-05/2019-07-08/2019-07-09,2019-07-10,95500,2019-07-15
000640,2019-07-15,buy,95500,0.702,2019-07-05/2019-07-08/2019-07-09/2019-07-10/2019-07-11/2019-07-12,2019-07-17,96000,2019-07-22
000640,2019-07-18,buy,94600,0.783,2019-07-12/2019-07-15/2019-07-16/2019-07-17,2019-07-18,96000,2019-07-23
000640,2019-07-22,buy,96000,0.716,2019-07-12/2019-07-15/2019-07-16/2019-07-17/2019-07-18/2019-07-19,2019-07-22,88700,2019-07-29
000640,2019-07-29,buy,88700,0.733,2019-07-24/2019-07-25/2019-07-26,2019-07-29,76300,2019-08-05
000640,2019-07-30,buy,87500,0.736,2019-07-24/2019-07-25/2019-07-26/2019-07-29,2019-07-30,76300,2019-08-05
000640,2019-08-02,buy,83100,0.842,2019-07-26/2019-07-29/2019-07-30/2019-07-31/2019-08-01,2019-08-02,78500,2019-08-07
000640,2019-08-07,buy,78500,0.728,2019-08-02/2019-08-05/2019-08-06,2019-08-07,82800,2019-08-12
000640,2019-10-15,buy,86000,0.74,2019-10-08/2019-10-10/2019-10-11/2019-10-14,2019-11-26,86400,2019-10-21
000640,2019-10-16,buy,87100,0.702,2019-10-08/2019-10-10/2019-10-11/2019-10-14/2019-10-15,2019-11-20,86400,2019-10-21
000640,2019-11-14,buy,87600,0.714,2019-11-06/2019-11-07/2019-11-08/2019-11-11/2019-11-12/2019-11-13,2019-11-14,90300,2019-11-19
000640,2020-01-07,buy,100500,0.81,2019-12-30/2020-01-02/2020-01-03/2020-01-06,2020-01-07,99300,2020-01-13
000640,2020-01-08,buy,98700,0.76,2019-12-30/2020-01-02/2020-01-03/2020-01-06/2020-01-07,2020-01-08,99300,2020-01-13
000640,2020-02-04,buy,93800,0.716,2020-01-28/2020-01-29/2020-01-30/2020-01-31/2020-02-03,2020-02-04,92600,2020-02-10
000640,2020-02-18,buy,91000,0.771,2020-02-12/2020-02-13/2020-02-14/2020-02-17,2020-02-18,85700,2020-02-24
000640,2020-02-19,buy,91200,0.756,2020-02-12/2020-02-13/2020-02-14/2020-02-17/2020-02-18,2020-02-19,85700,2020-02-24
000640,2020-02-28,buy,85600,0.733,2020-02-21/2020-02-24/2020-02-25/2020-02-26/2020-02-27,2020-02-28,85700,2020-03-04
000640,2020-03-23,buy,70000,0.704,2020-03-18/2020-03-19/2020-03-20,2020-03-27,80100,2020-03-30
000640,2020-05-07,buy,85400,0.784,2020-04-29/2020-05-04/2020-05-06,2020-07-09,86300,2020-05-12
000640,2020-06-02,buy,94300,0.796,2020-05-27/2020-05-28/2020-05-29/2020-06-01,2021-05-17,94900,2020-06-08
000640,2020-06-30,buy,95200,0.719,2020-06-24/2020-06-25/2020-06-26/2020-06-29,2020-06-30,99300,2020-07-06
000640,2020-07-01,buy,94500,0.786,2020-06-24/2020-06-25/2020-06-26/2020-06-29/2020-06-30,2020-07-01,99300,2020-07-06
000640,2020-07-02,buy,95700,0.774,2020-06-24/2020-06-25/2020-06-26/2020-06-29/2020-06-30/2020-07-01,2020-07-02,98700,2020-07-07
000640,2020-07-17,buy,96200,0.731,2020-07-09/2020-07-10/2020-07-13/2020-07-14/2020-07-15/2020-07-16,2021-04-02,100500,2020-07-22
000640,2020-08-04,buy,106000,0.754,2020-07-28/2020-07-29/2020-07-30/2020-07-31/2020-08-03,2020-08-04,103000,2020-08-10
000640,2020-08-26,buy,99100,0.771,2020-08-20/2020-08-21/2020-08-24/2020-08-25,2020-10-21,108500,2020-08-31
000640,2020-08-31,buy,108500,0.716,2020-08-26/2020-08-27/2020-08-28,2021-08-20,108000,2020-09-07
000640,2020-09-09,buy,102500,0.722,2020-09-04/2020-09-07/2020-09-08,2020-09-09,107500,2020-09-14
000640,2020-09-14,buy,107500,0.765,2020-09-08/2020-09-09/2020-09-10/2020-09-11,2021-08-26,131000,2020-09-21
000640,2020-10-05,buy,131000,0.722,2020-09-23/2020-09-24/2020-09-25/2020-09-28/2020-09-29,2020-10-05,121500,2020-10-12
000640,2020-10-14,buy,116500,0.752,2020-10-06/2020-10-07/2020-10-08/2020-10-12/2020-10-13,2020-10-14,115500,2020-10-19
000640,2020-10-19,buy,115500,0.763,2020-10-13/2020-10-14/2020-10-15/2020-10-16,2020-10-19,113500,2020-10-26
000640,2020-10-28,buy,112500,0.705,2020-10-23/2020-10-26/2020-10-27,2020-10-28,107000,2020-11-02
000640,2020-11-04,buy,112500,0.772,2020-10-28/2020-10-29/2020-10-30/2020-11-02/2020-11-03,2021-07-05,117000,2020-11-09
000640,2020-11-05,buy,115000,0.716,2020-10-28/2020-10-29/2020-10-30/2020-11-02/2020-11-03/2020-11-04,2020-12-17,122500,2020-11-10
000640,2020-11-27,buy,127500,0.709,2020-11-24/2020-11-25/2020-11-26,2020-11-27,136500,2020-12-02
000640,2020-12-30,buy,122500,0.71,2020-12-22/2020-12-23/2020-12-24/2020-12-28/2020-12-29,2021-03-02,123500,2021-01-04
000640,2021-02-04,buy,110500,0.872,2021-01-28/2021-01-29/2021-02-01/2021-02-02/2021-02-03,2021-02-04,110500,2021-02-09
000640,2021-02-05,buy,110000,0.853,2021-01-28/2021-01-29/2021-02-01/2021-02-02/2021-02-03/2021-02-04,2021-02-05,112000,2021-02-10
000640,2021-02-08,buy,111000,0.819,2021-01-28/2021-01-29/2021-02-01/2021-02-02/2021-02-03/2021-02-04/2021-02-05,2021-02-08,111000,2021-02-15
000640,2021-02-17,buy,117500,0.785,2021-01-28/2021-01-29/2021-02-01/2021-02-02/2021-02-03/2021-02-04/2021-02-05/2021-02-08/2021-02-09/2021-02-10/2021-02-15/2021-02-16,2021-02-22,122500,2021-02-22
000640,2021-02-18,buy,121000,0.833,2021-01-28/2021-01-29/2021-02-01/2021-02-02/2021-02-03/2021-02-04/2021-02-05/2021-02-08/2021-02-09/2021-02-10/2021-02-15/2021-02-16/2021-02-17,2021-02-18,121500,2021-02-23
000640,2021-03-08,buy,102500,0.791,2021-03-02/2021-03-03/2021-03-04/2021-03-05,2021-03-08,106500,2021-03-15
000640,2021-03-10,buy,100500,0.721,2021-03-05/2021-03-08/2021-03-09,2021-03-10,106500,2021-03-15
000640,2021-03-11,buy,101500,0.788,2021-03-05/2021-03-08/2021-03-09/2021-03-10,2021-03-11,107000,2021-03-16
000640,2021-03-15,buy,106500,0.773,2021-03-05/2021-03-08/2021-03-09/2021-03-10/2021-03-11/2021-03-12,2021-03-15,104500,2021-03-22
000640,2021-04-06,buy,102000,0.801,2021-03-30/2021-03-31/2021-04-01/2021-04-02/2021-04-05,2021-04-06,117000,2021-04-12
000640,2021-05-07,buy,123500,0.752,2021-04-26/2021-04-27/2021-04-28/2021-04-29/2021-04-30/2021-05-03/2021-05-04/2021-05-06,2021-05-07,127500,2021-05-12
000640,2021-05-26,buy,122500,0.705,2021-05-20/2021-05-21/2021-05-24/2021-05-25,2021-05-26,125000,2021-05-31
000640,2021-08-11,buy,117000,0.824,2021-08-06/2021-08-09/2021-08-10,2021-08-11,119000,2021-08-17
000640,2021-08-12,buy,120000,0.832,2021-08-06/2021-08-09/2021-08-10/2021-08-11,2021-08-12,119000,2021-08-17
000640,2021-08-13,buy,119500,0.703,2021-08-06/2021-08-09/2021-08-10/2021-08-11/2021-08-12,2021-08-13,118500,2021-08-18
000640,2021-08-25,buy,113000,0.741,2021-08-19/2021-08-20/2021-08-23/2021-08-24,2021-08-26,114500,2021-08-30
000640,2021-10-06,buy,109500,0.774,2021-09-30/2021-10-01/2021-10-05,2021-10-06,109500,2021-10-12
000640,2021-10-27,buy,108000,0.723,2021-10-15/2021-10-18/2021-10-19/2021-10-20/2021-10-21/2021-10-22/2021-10-25/2021-10-26,2021-10-27,107000,2021-11-01
000640,2021-10-29,buy,105500,0.777,2021-10-20/2021-10-21/2021-10-22/2021-10-25/2021-10-26/2021-10-27/2021-10-28,2021-10-29,107500,2021-11-03
000640,2021-11-01,buy,107000,0.786,2021-10-25/2021-10-26/2021-10-27/2021-10-28/2021-10-29,2021-11-01,105500,2021-11-08
000640,2021-11-02,buy,107500,0.73,2021-10-25/2021-10-26/2021-10-27/2021-10-28/2021-10-29/2021-11-01,2021-11-02,105500,2021-11-08
000640,2021-11-03,buy,107500,0.709,2021-10-25/2021-10-26/2021-10-27/2021-10-28/2021-10-29/2021-11-01/2021-11-02,2021-11-03,105500,2021-11-08
000640,2021-11-11,buy,104500,0.706,2021-10-25/2021-10-26/2021-10-27/2021-10-28/2021-10-29/2021-11-01/2021-11-02/2021-11-03/2021-11-04/2021-11-05/2021-11-08/2021-11-09/2021-11-10,2021-11-11,104500,2021-11-16
000640,2021-11-12,buy,104500,0.765,2021-10-25/2021-10-26/2021-10-27/2021-10-28/2021-10-29/2021-11-01/2021-11-02/2021-11-03/2021-11-04/2021-11-05/2021-11-08/2021-11-09/2021-11-10/2021-11-11,2021-11-12,102000,2021-11-17
