Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000540,2018-05-10,buy,5990,0.809,2018-05-03/2018-05-04/2018-05-08/2018-05-09,2019-01-04,5870,2018-05-15
000540,2018-05-18,buy,6170,0.756,2018-05-14/2018-05-15/2018-05-16/2018-05-17,2019-05-14,6150,2018-05-23
000540,2018-08-02,buy,6310,0.719,2018-07-11/2018-07-12/2018-07-13/2018-07-16/2018-07-17/2018-07-18/2018-07-19/2018-07-20/2018-07-23/2018-07-24/2018-07-25/2018-07-26/2018-07-27/2018-07-30/2018-07-31/2018-08-01,2019-01-04,6370,2018-08-07
000540,2018-10-31,buy,4825,0.737,2018-10-26/2018-10-29/2018-10-30,2019-01-30,5160,2018-11-05
000540,2019-01-02,buy,4795,0.862,2018-12-19/2018-12-20/2018-12-21/2018-12-24/2018-12-26/2018-12-27/2018-12-28,2019-01-02,4995,2019-01-07
000540,2019-03-22,buy,4915,0.758,2019-03-14/2019-03-15/2019-03-18/2019-03-19/2019-03-20/2019-03-21,2019-03-22,4850,2019-03-27
000540,2019-03-26,buy,4850,0.806,2019-03-15/2019-03-18/2019-03-19/2019-03-20/2019-03-21/2019-03-22/2019-03-25,2019-03-26,4935,2019-04-01
000540,2019-03-27,buy,4850,0.753,2019-03-15/2019-03-18/2019-03-19/2019-03-20/2019-03-21/2019-03-22/2019-03-25/2019-03-26,2019-03-27,4935,2019-04-01
000540,2019-04-01,buy,4935,0.714,2019-03-18/2019-03-19/2019-03-20/2019-03-21/2019-03-22/2019-03-25/2019-03-26/2019-03-27/2019-03-28/2019-03-29,2019-09-04,4970,2019-04-08
000540,2019-04-02,buy,4945,0.717,2019-03-18/2019-03-19/2019-03-20/2019-03-21/2019-03-22/2019-03-25/2019-03-26/2019-03-27/2019-03-28/2019-03-29/2019-04-01,2019-04-19,4970,2019-04-08
000540,2019-05-17,buy,4615,0.707,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14/2019-05-15/2019-05-16,2019-05-17,4585,2019-05-22
000540,2019-05-20,buy,4600,0.803,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14/2019-05-15/2019-05-16/2019-05-17,2019-05-20,4455,2019-05-27
000540,2019-05-21,buy,4605,0.769,2019-05-10/2019-05-13/2019-05-14/2019-05-15/2019-05-16/2019-05-17/2019-05-20,2019-05-21,4455,2019-05-27
000540,2019-05-23,buy,4530,0.789,2019-05-10/2019-05-13/2019-05-14/2019-05-15/2019-05-16/2019-05-17/2019-05-20/2019-05-21/2019-05-22,2019-05-23,4385,2019-05-28
000540,2019-05-29,buy,4350,0.708,2019-05-22/2019-05-23/2019-05-24/2019-05-27/2019-05-28,2019-05-29,4595,2019-06-03
000540,2019-05-30,buy,4435,0.822,2019-05-23/2019-05-24/2019-05-27/2019-05-28/2019-05-29,2019-05-30,4640,2019-06-04
000540,2019-05-31,buy,4540,0.803,2019-05-23/2019-05-24/2019-05-27/2019-05-28/2019-05-29/2019-05-30,2019-05-31,4645,2019-06-05
000540,2019-06-24,buy,4615,0.795,2019-06-13/2019-06-14/2019-06-17/2019-06-18/2019-06-19/2019-06-20/2019-06-21,2019-06-24,4440,2019-07-01
000540,2019-07-10,buy,4085,0.72,2019-07-05/2019-07-08/2019-07-09,2019-07-10,4200,2019-07-15
