Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000270,2018-04-04,buy,32550,0.749,2018-03-29/2018-03-30/2018-04-02/2018-04-03,2019-01-04,31700,2018-04-09
000270,2018-06-04,buy,33750,0.742,2018-05-24/2018-05-25/2018-05-28/2018-05-29/2018-05-30/2018-05-31/2018-06-01,2019-04-19,32600,2018-06-11
000270,2018-07-09,buy,31400,0.854,2018-07-03/2018-07-04/2018-07-05/2018-07-06,2019-01-02,31950,2018-07-16
000270,2018-08-07,buy,31850,0.723,2018-07-26/2018-07-27/2018-07-30/2018-07-31/2018-08-01/2018-08-02/2018-08-03/2018-08-06,2019-07-12,32300,2018-08-13
000270,2018-10-29,buy,28000,0.798,2018-10-24/2018-10-25/2018-10-26,2019-01-02,28300,2018-11-05
000270,2018-11-27,buy,29450,0.768,2018-11-21/2018-11-22/2018-11-23/2018-11-26,2019-10-28,30400,2018-12-03
000270,2019-01-07,buy,34200,0.723,2019-01-02/2019-01-03/2019-01-04,2019-12-16,33800,2019-01-14
000270,2019-01-29,buy,34950,0.726,2019-01-24/2019-01-25/2019-01-28,2019-01-29,36100,2019-02-06
000270,2019-02-20,buy,35200,0.811,2019-02-12/2019-02-13/2019-02-14/2019-02-15/2019-02-18/2019-02-19,2019-02-20,35700,2019-02-25
000270,2019-02-21,buy,35600,0.767,2019-02-12/2019-02-13/2019-02-14/2019-02-15/2019-02-18/2019-02-19/2019-02-20,2019-02-21,36400,2019-02-26
000270,2019-03-07,buy,34200,0.743,2019-02-28/2019-03-04/2019-03-05/2019-03-06,2019-03-07,34600,2019-03-12
000270,2019-03-11,buy,33900,0.728,2019-03-04/2019-03-05/2019-03-06/2019-03-07/2019-03-08,2019-03-11,34700,2019-03-18
000270,2019-03-13,buy,34350,0.747,2019-03-05/2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12,2019-04-19,34700,2019-03-18
000270,2019-05-16,buy,42350,0.738,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14/2019-05-15,2019-05-16,41300,2019-05-21
000270,2019-05-20,buy,42650,0.782,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14/2019-05-15/2019-05-16/2019-05-17,2019-05-20,41650,2019-05-27
