Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000150,2018-03-09,buy,79955,0.837,2018-02-28/2018-03-02/2018-03-05/2018-03-06/2018-03-07/2018-03-08,2019-01-02,82318,2018-03-14
000150,2018-04-12,buy,83894,0.732,2018-03-30/2018-04-02/2018-04-03/2018-04-04/2018-04-05/2018-04-06/2018-04-09/2018-04-10/2018-04-11,2019-03-13,84682,2018-04-17
000150,2018-07-25,buy,78616,0.71,2018-07-16/2018-07-17/2018-07-18/2018-07-19/2018-07-20/2018-07-23/2018-07-24,2019-01-04,79955,2018-07-30
000150,2018-07-26,buy,78774,0.748,2018-07-16/2018-07-17/2018-07-18/2018-07-19/2018-07-20/2018-07-23/2018-07-24/2018-07-25,2019-01-02,81925,2018-07-31
000150,2018-09-04,buy,94922,0.726,2018-08-29/2018-08-30/2018-08-31/2018-09-03,2019-08-29,99255,2018-09-10
000150,2018-11-05,buy,95316,0.718,2018-10-23/2018-10-24/2018-10-25/2018-10-26/2018-10-29/2018-10-30/2018-10-31/2018-11-01/2018-11-02,2019-09-06,99255,2018-11-12
000150,2019-01-04,buy,78774,0.74,2018-12-28/2019-01-02/2019-01-03,2019-01-04,82712,2019-01-09
000150,2019-01-07,buy,81137,0.753,2018-12-28/2019-01-02/2019-01-03/2019-01-04,2019-01-07,84682,2019-01-14
000150,2019-01-08,buy,81925,0.728,2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07,2019-01-08,84682,2019-01-14
000150,2019-02-22,buy,77592,0.736,2019-02-13/2019-02-14/2019-02-15/2019-02-18/2019-02-19/2019-02-20/2019-02-21,2019-02-25,76883,2019-02-27
000150,2019-03-13,buy,73968,0.729,2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12,2019-03-13,76095,2019-03-18
000150,2019-03-15,buy,76962,0.729,2019-03-08/2019-03-11/2019-03-12/2019-03-13/2019-03-14,2019-03-25,75780,2019-03-20
000150,2019-04-01,buy,75701,0.796,2019-03-27/2019-03-28/2019-03-29,2019-04-16,76647,2019-04-08
000150,2019-04-02,buy,75938,0.704,2019-03-27/2019-03-28/2019-03-29/2019-04-01,2019-04-02,76647,2019-04-08
000150,2019-06-12,buy,75308,0.71,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04/2019-06-05/2019-06-07/2019-06-10/2019-06-11,2019-06-14,79167,2019-06-17
000150,2019-07-02,buy,77592,0.716,2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01,2019-07-02,74914,2019-07-08
000150,2019-07-16,buy,74362,0.75,2019-07-05/2019-07-08/2019-07-09/2019-07-10/2019-07-11/2019-07-12/2019-07-15,2019-07-16,74835,2019-07-22
000150,2019-07-17,buy,74283,0.787,2019-07-05/2019-07-08/2019-07-09/2019-07-10/2019-07-11/2019-07-12/2019-07-15/2019-07-16,2019-08-01,74835,2019-07-22
000150,2019-08-08,buy,73575,0.746,2019-08-05/2019-08-06/2019-08-07,2019-08-08,74047,2019-08-13
000150,2019-08-09,buy,72550,0.822,2019-08-05/2019-08-06/2019-08-07/2019-08-08,2019-08-09,75859,2019-08-14
000150,2019-08-13,buy,74047,0.815,2019-08-05/2019-08-06/2019-08-07/2019-08-08/2019-08-09/2019-08-12,2019-08-13,77434,2019-08-19
000150,2019-08-14,buy,75859,0.839,2019-08-05/2019-08-06/2019-08-07/2019-08-08/2019-08-09/2019-08-12/2019-08-13,2019-08-16,77434,2019-08-19
000150,2019-10-31,buy,77800,0.818,2019-10-23/2019-10-24/2019-10-25/2019-10-28/2019-10-29/2019-10-30,2019-10-31,76000,2019-11-05
000150,2019-11-01,buy,75900,0.804,2019-10-23/2019-10-24/2019-10-25/2019-10-28/2019-10-29/2019-10-30/2019-10-31,2019-11-01,76300,2019-11-06
000150,2019-11-15,buy,72600,0.834,2019-11-11/2019-11-12/2019-11-13/2019-11-14,2019-11-15,74400,2019-11-20
000150,2019-11-20,buy,74400,0.817,2019-11-11/2019-11-12/2019-11-13/2019-11-14/2019-11-15/2019-11-18/2019-11-19,2019-11-20,72200,2019-11-25
000150,2019-11-26,buy,71200,0.784,2019-11-11/2019-11-12/2019-11-13/2019-11-14/2019-11-15/2019-11-18/2019-11-19/2019-11-20/2019-11-21/2019-11-22/2019-11-25,2019-11-26,68300,2019-12-02
000150,2019-11-27,buy,70700,0.726,2019-11-20/2019-11-21/2019-11-22/2019-11-25/2019-11-26,2019-11-27,68300,2019-12-02
000150,2019-11-28,buy,69700,0.775,2019-11-20/2019-11-21/2019-11-22/2019-11-25/2019-11-26/2019-11-27,2019-11-28,67800,2019-12-03
000150,2019-11-29,buy,68200,0.755,2019-11-22/2019-11-25/2019-11-26/2019-11-27/2019-11-28,2019-11-29,66700,2019-12-04
000150,2019-12-04,buy,66700,0.784,2019-11-27/2019-11-28/2019-11-29/2019-12-02/2019-12-03,2019-12-04,65300,2019-12-09
000150,2019-12-05,buy,66400,0.777,2019-11-28/2019-11-29/2019-12-02/2019-12-03/2019-12-04,2019-12-05,68400,2019-12-10
000150,2019-12-06,buy,64500,0.751,2019-11-28/2019-11-29/2019-12-02/2019-12-03/2019-12-04/2019-12-05,2019-12-06,69400,2019-12-11
000150,2019-12-11,buy,69400,0.831,2019-12-03/2019-12-04/2019-12-05/2019-12-06/2019-12-09/2019-12-10,2019-12-11,71500,2019-12-16
000150,2020-01-03,buy,68300,0.738,2019-12-26/2019-12-27/2019-12-30/2020-01-02,2020-01-03,64800,2020-01-08
000150,2020-01-07,buy,66300,0.735,2019-12-30/2020-01-02/2020-01-03/2020-01-06,2020-01-07,67600,2020-01-13
000150,2020-01-08,buy,64800,0.701,2019-12-30/2020-01-02/2020-01-03/2020-01-06/2020-01-07,2020-01-08,67600,2020-01-13
000150,2020-01-09,buy,65600,0.782,2020-01-03/2020-01-06/2020-01-07/2020-01-08,2020-01-09,68200,2020-01-14
000150,2020-02-04,buy,61500,0.73,2020-01-30/2020-01-31/2020-02-03,2020-02-04,64000,2020-02-10
000150,2020-02-05,buy,62400,0.825,2020-01-30/2020-01-31/2020-02-03/2020-02-04,2020-02-05,64000,2020-02-10
000150,2020-02-07,buy,64000,0.806,2020-01-30/2020-01-31/2020-02-03/2020-02-04/2020-02-05/2020-02-06,2020-02-07,64300,2020-02-12
000150,2020-02-24,buy,57400,0.735,2020-02-18/2020-02-19/2020-02-20/2020-02-21,2020-02-24,56700,2020-03-02
000150,2020-02-26,buy,58800,0.771,2020-02-20/2020-02-21/2020-02-24/2020-02-25,2020-02-26,56700,2020-03-02
000150,2020-03-03,buy,57300,0.711,2020-02-27/2020-02-28/2020-03-02,2020-03-06,57500,2020-03-09
000150,2020-03-18,buy,32400,0.73,2020-03-12/2020-03-13/2020-03-16/2020-03-17,2020-03-18,27050,2020-03-23
000150,2020-03-23,buy,27050,0.778,2020-03-18/2020-03-19/2020-03-20,2020-03-23,35500,2020-03-30
000150,2020-05-20,buy,36900,0.754,2020-05-14/2020-05-15/2020-05-18/2020-05-19,2020-07-02,36950,2020-05-25
000150,2020-07-14,buy,38250,0.715,2020-07-06/2020-07-07/2020-07-08/2020-07-09/2020-07-10/2020-07-13,2020-08-20,41550,2020-07-20
000150,2020-07-15,buy,38850,0.72,2020-07-06/2020-07-07/2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14,2020-11-19,41550,2020-07-20
000150,2020-09-29,buy,46850,0.732,2020-09-21/2020-09-22/2020-09-23/2020-09-24/2020-09-25/2020-09-28,2021-09-02,47050,2020-10-05
000150,2020-10-21,buy,47600,0.709,2020-10-14/2020-10-15/2020-10-16/2020-10-19/2020-10-20,2021-09-28,46100,2020-10-26
000150,2021-01-04,buy,52000,0.707,2020-12-28/2020-12-29/2020-12-30,2021-01-04,50700,2021-01-11
000150,2021-01-05,buy,52400,0.804,2020-12-28/2020-12-29/2020-12-30/2021-01-04,2021-01-05,50700,2021-01-11
000150,2021-01-07,buy,53400,0.803,2020-12-28/2020-12-29/2020-12-30/2021-01-04/2021-01-05/2021-01-06,2021-01-07,50200,2021-01-12
000150,2021-01-13,buy,50200,0.712,2021-01-08/2021-01-11/2021-01-12,2021-01-13,55600,2021-01-18
000150,2021-02-01,buy,52300,0.72,2021-01-27/2021-01-28/2021-01-29,2021-02-01,52300,2021-02-08
000150,2021-03-04,buy,47850,0.705,2021-02-25/2021-02-26/2021-03-02/2021-03-03,2021-03-15,48500,2021-03-09
000150,2021-03-24,buy,47700,0.703,2021-03-12/2021-03-15/2021-03-16/2021-03-17/2021-03-18/2021-03-19/2021-03-22/2021-03-23,2021-03-24,50200,2021-03-29
000150,2021-07-21,buy,102500,0.703,2021-07-16/2021-07-19/2021-07-20,2021-07-21,99600,2021-07-26
000150,2021-07-26,buy,99600,0.75,2021-07-19/2021-07-20/2021-07-21/2021-07-22/2021-07-23,2021-07-26,95400,2021-08-02
000150,2021-07-28,buy,99300,0.708,2021-07-20/2021-07-21/2021-07-22/2021-07-23/2021-07-26/2021-07-27,2021-07-28,95400,2021-08-02
000150,2021-08-20,buy,85700,0.708,2021-08-13/2021-08-17/2021-08-18/2021-08-19,2021-08-20,90000,2021-08-25
000150,2021-08-25,buy,90000,0.758,2021-08-13/2021-08-17/2021-08-18/2021-08-19/2021-08-20/2021-08-23/2021-08-24,2021-09-06,90300,2021-08-30
000150,2021-10-14,buy,98200,0.759,2021-09-30/2021-10-01/2021-10-05/2021-10-06/2021-10-07/2021-10-08/2021-10-12/2021-10-13,2021-12-03,97800,2021-10-19
000150,2021-11-12,buy,138500,0.72,2021-11-09/2021-11-10/2021-11-11,2021-11-12,145500,2021-11-17
000150,2021-11-26,buy,120500,0.818,2021-11-19/2021-11-22/2021-11-23/2021-11-24/2021-11-25,2021-11-26,112000,2021-12-01
000150,2021-12-01,buy,112000,0.798,2021-11-26/2021-11-29/2021-11-30,2021-12-01,115000,2021-12-06
