Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000430,2018-01-24,buy,4430,0.743,2018-01-16/2018-01-17/2018-01-18/2018-01-19/2018-01-22/2018-01-23,2019-01-14,4740,2018-01-29
000430,2018-04-12,buy,4305,0.703,2018-04-05/2018-04-06/2018-04-09/2018-04-10/2018-04-11,2019-01-02,4280,2018-04-17
000430,2018-07-25,buy,3960,0.781,2018-07-20/2018-07-23/2018-07-24,2019-01-02,4135,2018-07-30
000430,2018-07-26,buy,4000,0.781,2018-07-20/2018-07-23/2018-07-24/2018-07-25,2019-02-28,4125,2018-07-31
000430,2018-10-31,buy,3230,0.886,2018-10-26/2018-10-29/2018-10-30,2019-01-02,3515,2018-11-05
000430,2019-01-09,buy,3660,0.795,2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07/2019-01-08,2019-01-09,3790,2019-01-14
000430,2019-01-10,buy,3750,0.749,2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07/2019-01-08/2019-01-09,2019-01-10,3780,2019-01-15
000430,2019-01-11,buy,3815,0.728,2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07/2019-01-08/2019-01-09/2019-01-10,2019-03-22,3830,2019-01-16
000430,2019-01-30,buy,4380,0.773,2019-01-21/2019-01-22/2019-01-23/2019-01-24/2019-01-25/2019-01-28/2019-01-29,2020-01-20,4480,2019-02-07
000430,2019-02-21,buy,5130,0.757,2019-02-14/2019-02-15/2019-02-18/2019-02-19/2019-02-20,2019-02-21,5450,2019-02-26
000430,2019-04-01,buy,4735,0.736,2019-03-26/2019-03-27/2019-03-28/2019-03-29,2019-05-07,4900,2019-04-08
000430,2019-04-02,buy,4730,0.745,2019-03-25/2019-03-26/2019-03-27/2019-03-28/2019-03-29/2019-04-01,2020-02-10,4900,2019-04-08
000430,2019-05-10,buy,4770,0.714,2019-05-02/2019-05-03/2019-05-07/2019-05-08/2019-05-09,2019-05-10,4680,2019-05-15
000430,2019-05-20,buy,4445,0.778,2019-05-10/2019-05-13/2019-05-14/2019-05-15/2019-05-16/2019-05-17,2019-05-20,4285,2019-05-27
000430,2019-05-23,buy,4365,0.729,2019-05-17/2019-05-20/2019-05-21/2019-05-22,2019-05-23,4380,2019-05-28
000430,2019-05-29,buy,4435,0.748,2019-05-17/2019-05-20/2019-05-21/2019-05-22/2019-05-23/2019-05-24/2019-05-27/2019-05-28,2019-05-30,4150,2019-06-03
