Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000080,2020-09-22,buy,34900,0.793,2020-09-16/2020-09-17/2020-09-18/2020-09-21,2020-09-22,35950,2020-09-28
000080,2020-09-24,buy,33800,0.713,2020-09-18/2020-09-21/2020-09-22/2020-09-23,2020-09-24,36250,2020-09-29
000080,2020-09-25,buy,33350,0.837,2020-09-21/2020-09-22/2020-09-23/2020-09-24,2020-09-25,35950,2020-10-05
000080,2020-09-29,buy,36250,0.832,2020-09-21/2020-09-22/2020-09-23/2020-09-24/2020-09-25/2020-09-28,2020-10-08,35950,2020-10-05
000080,2020-10-26,buy,33950,0.777,2020-10-21/2020-10-22/2020-10-23,2020-10-26,33650,2020-11-02
000080,2020-10-27,buy,33750,0.764,2020-10-22/2020-10-23/2020-10-26,2020-10-27,33650,2020-11-02
000080,2020-10-28,buy,34500,0.781,2020-10-22/2020-10-23/2020-10-26/2020-10-27,2020-10-28,33650,2020-11-02
000080,2020-11-20,buy,33700,0.718,2020-11-12/2020-11-13/2020-11-16/2020-11-17/2020-11-18/2020-11-19,2020-11-20,32650,2020-11-25
000080,2020-11-25,buy,32650,0.759,2020-11-12/2020-11-13/2020-11-16/2020-11-17/2020-11-18/2020-11-19/2020-11-20/2020-11-23/2020-11-24,2020-11-25,31950,2020-11-30
000080,2020-11-30,buy,31950,0.747,2020-11-23/2020-11-24/2020-11-25/2020-11-26/2020-11-27,2020-11-30,31500,2020-12-07
000080,2020-12-01,buy,31850,0.731,2020-11-23/2020-11-24/2020-11-25/2020-11-26/2020-11-27/2020-11-30,2020-12-01,31500,2020-12-07
000080,2020-12-02,buy,31300,0.722,2020-11-24/2020-11-25/2020-11-26/2020-11-27/2020-11-30/2020-12-01,2020-12-02,31500,2020-12-07
000080,2020-12-04,buy,31800,0.744,2020-11-27/2020-11-30/2020-12-01/2020-12-02/2020-12-03,2020-12-04,31350,2020-12-09
000080,2020-12-11,buy,32700,0.737,2020-12-03/2020-12-04/2020-12-07/2020-12-08/2020-12-09/2020-12-10,2021-04-06,32000,2020-12-16
000080,2020-12-29,buy,32000,0.705,2020-12-23/2020-12-24/2020-12-28,2021-12-20,32000,2021-01-04
000080,2021-01-21,buy,33800,0.788,2021-01-15/2021-01-18/2021-01-19/2021-01-20,2021-01-21,33700,2021-01-26
000080,2021-02-02,buy,32600,0.759,2021-01-27/2021-01-28/2021-01-29/2021-02-01,2021-03-30,35100,2021-02-08
000080,2021-03-31,buy,36850,0.746,2021-03-26/2021-03-29/2021-03-30,2021-03-31,36250,2021-04-05
000080,2021-04-01,buy,36250,0.755,2021-03-26/2021-03-29/2021-03-30/2021-03-31,2021-04-01,36650,2021-04-06
000080,2021-05-06,buy,34450,0.797,2021-04-28/2021-04-29/2021-04-30/2021-05-03/2021-05-04,2021-05-06,36100,2021-05-11
000080,2021-05-07,buy,35100,0.723,2021-04-28/2021-04-29/2021-04-30/2021-05-03/2021-05-04/2021-05-06,2021-05-07,35000,2021-05-12
000080,2021-05-10,buy,35950,0.704,2021-04-28/2021-04-29/2021-04-30/2021-05-03/2021-05-04/2021-05-06/2021-05-07,2021-05-28,36300,2021-05-17
000080,2021-07-06,buy,36850,0.755,2021-06-30/2021-07-01/2021-07-02/2021-07-05,2021-07-06,34900,2021-07-12
000080,2021-07-13,buy,35100,0.728,2021-07-08/2021-07-09/2021-07-12,2021-07-28,35200,2021-07-19
000080,2021-08-02,buy,34000,0.715,2021-07-22/2021-07-23/2021-07-26/2021-07-27/2021-07-28/2021-07-29/2021-07-30,2021-08-02,34250,2021-08-09
000080,2021-08-03,buy,33750,0.741,2021-07-23/2021-07-26/2021-07-27/2021-07-28/2021-07-29/2021-07-30/2021-08-02,2021-08-03,34250,2021-08-09
000080,2021-08-05,buy,34600,0.738,2021-07-30/2021-08-02/2021-08-03/2021-08-04,2021-08-06,33750,2021-08-10
000080,2021-08-12,buy,33550,0.728,2021-08-06/2021-08-09/2021-08-10/2021-08-11,2021-08-12,31600,2021-08-17
000080,2021-08-25,buy,32450,0.773,2021-08-18/2021-08-19/2021-08-20/2021-08-23/2021-08-24,2021-08-25,33850,2021-08-30
000080,2021-09-28,buy,33350,0.729,2021-09-17/2021-09-23/2021-09-24/2021-09-27,2021-09-28,34000,2021-10-05
000080,2021-10-06,buy,33900,0.794,2021-09-28/2021-09-29/2021-09-30/2021-10-01/2021-10-05,2021-10-06,34550,2021-10-12
000080,2021-11-05,buy,33450,0.789,2021-11-02/2021-11-03/2021-11-04,2021-11-05,33900,2021-11-10
000080,2021-11-08,buy,34800,0.729,2021-11-02/2021-11-03/2021-11-04/2021-11-05,2021-11-08,34350,2021-11-15
000080,2021-12-02,buy,29550,0.742,2021-11-29/2021-11-30/2021-12-01,2021-12-08,31200,2021-12-07
