Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000145,2018-05-10,buy,8870,0.728,2018-04-26/2018-04-27/2018-04-30/2018-05-02/2018-05-03/2018-05-04/2018-05-08/2018-05-09,2019-01-04,8960,2018-05-15
000145,2018-11-06,buy,7790,0.715,2018-10-25/2018-10-26/2018-10-29/2018-10-30/2018-10-31/2018-11-02,2019-05-03,7860,2018-11-12
000145,2019-01-07,buy,7940,0.714,2018-12-24/2018-12-26/2018-12-27/2018-12-28/2019-01-02/2019-01-03/2019-01-04,2019-02-15,8390,2019-01-14
000145,2019-06-04,buy,9800,0.727,2019-05-22/2019-05-23/2019-05-24/2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03,2019-06-13,10000,2019-06-10
000145,2019-09-27,buy,20250,0.745,2019-09-20/2019-09-23/2019-09-24/2019-09-25/2019-09-26,2019-09-27,18800,2019-10-02
000145,2019-10-01,buy,18700,0.77,2019-09-20/2019-09-23/2019-09-24/2019-09-25/2019-09-26/2019-09-27/2019-09-30,2019-10-01,18400,2019-10-07
000145,2019-10-16,buy,18050,0.756,2019-10-08/2019-10-10/2019-10-11/2019-10-14/2019-10-15,2020-01-16,18350,2019-10-21
000145,2019-10-17,buy,17750,0.709,2019-10-07/2019-10-08/2019-10-10/2019-10-11/2019-10-14/2019-10-15/2019-10-16,2019-11-01,18600,2019-10-22
000145,2019-12-17,buy,15500,0.729,2019-11-29/2019-12-02/2019-12-03/2019-12-04/2019-12-05/2019-12-06/2019-12-09/2019-12-10/2019-12-11/2019-12-12/2019-12-13/2019-12-16,2019-12-17,15450,2019-12-23
000145,2020-02-10,buy,15000,0.725,2020-01-29/2020-01-30/2020-01-31/2020-02-03/2020-02-04/2020-02-05/2020-02-06/2020-02-07,2020-02-24,15850,2020-02-17
000145,2020-03-17,buy,9500,0.727,2020-03-12/2020-03-13/2020-03-16,2020-03-17,7540,2020-03-23
000145,2020-03-25,buy,9100,0.715,2020-03-20/2020-03-23/2020-03-24,2020-11-25,9980,2020-03-30
000145,2020-06-02,buy,14700,0.746,2020-05-21/2020-05-22/2020-05-25/2020-05-26/2020-05-27/2020-05-28/2020-05-29/2020-06-01,2021-04-28,15400,2020-06-08
000145,2020-08-28,buy,16300,0.724,2020-08-19/2020-08-20/2020-08-21/2020-08-24/2020-08-25/2020-08-26/2020-08-27,2020-08-28,16900,2020-09-02
000145,2020-09-02,buy,16900,0.773,2020-08-19/2020-08-20/2020-08-21/2020-08-24/2020-08-25/2020-08-26/2020-08-27/2020-08-28/2020-08-31/2020-09-01,2020-09-04,17000,2020-09-07
000145,2020-09-29,buy,16200,0.704,2020-09-23/2020-09-24/2020-09-25/2020-09-28,2020-10-05,16150,2020-10-05
000145,2021-03-05,buy,14350,0.716,2021-02-22/2021-02-23/2021-02-24/2021-02-25/2021-02-26/2021-03-02/2021-03-03/2021-03-04,2021-03-26,14150,2021-03-10
000145,2021-06-28,buy,19400,0.754,2021-06-22/2021-06-23/2021-06-24/2021-06-25,2021-06-28,19100,2021-07-05
000145,2021-06-29,buy,19350,0.71,2021-06-22/2021-06-23/2021-06-24/2021-06-25/2021-06-28,2021-06-29,19100,2021-07-05
000145,2021-07-13,buy,18650,0.76,2021-07-07/2021-07-08/2021-07-09/2021-07-12,2021-07-15,20550,2021-07-19
000145,2021-08-25,buy,17800,0.791,2021-08-19/2021-08-20/2021-08-23/2021-08-24,2021-08-27,18200,2021-08-30
000145,2021-08-26,buy,17950,0.718,2021-08-19/2021-08-20/2021-08-23/2021-08-24/2021-08-25,2021-08-26,18100,2021-08-31
000145,2021-09-17,buy,17600,0.72,2021-09-08/2021-09-09/2021-09-10/2021-09-13/2021-09-14/2021-09-15/2021-09-16,2021-09-17,17300,2021-09-23
000145,2021-10-05,buy,16650,0.712,2021-09-16/2021-09-17/2021-09-23/2021-09-24/2021-09-27/2021-09-28/2021-09-29/2021-09-30/2021-10-01,2021-10-05,16700,2021-10-12
000145,2021-10-13,buy,16800,0.705,2021-10-01/2021-10-05/2021-10-06/2021-10-07/2021-10-08/2021-10-12,2021-10-14,17400,2021-10-18
000145,2021-11-15,buy,16550,0.705,2021-11-09/2021-11-10/2021-11-11/2021-11-12,2021-11-15,16000,2021-11-22
000145,2021-11-18,buy,16100,0.784,2021-11-09/2021-11-10/2021-11-11/2021-11-12/2021-11-15/2021-11-16/2021-11-17,2021-11-18,16400,2021-11-23
000145,2021-11-19,buy,16250,0.76,2021-11-10/2021-11-11/2021-11-12/2021-11-15/2021-11-16/2021-11-17/2021-11-18,2021-11-19,16000,2021-11-24
000145,2021-12-01,buy,14450,0.774,2021-11-26/2021-11-29/2021-11-30,2021-12-01,15250,2021-12-06
000145,2021-12-02,buy,15150,0.83,2021-11-26/2021-11-29/2021-11-30/2021-12-01,2021-12-02,15850,2021-12-07
000145,2021-12-03,buy,15500,0.79,2021-11-26/2021-11-29/2021-11-30/2021-12-01/2021-12-02,2021-12-03,15450,2021-12-08
000145,2021-12-30,buy,15300,0.797,2021-12-21/2021-12-22/2021-12-23/2021-12-24/2021-12-27/2021-12-28/2021-12-29,2021-12-30,15500,2022-01-04
