Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000760,2018-03-02,buy,17850,0.737,2018-02-19/2018-02-20/2018-02-21/2018-02-22/2018-02-23/2018-02-26/2018-02-27/2018-02-28,2019-01-02,17650,2018-03-07
000760,2018-03-16,buy,18650,0.742,2018-03-09/2018-03-12/2018-03-13/2018-03-14/2018-03-15,2019-03-13,19200,2018-03-21
000760,2018-07-05,buy,21050,0.731,2018-06-26/2018-06-27/2018-06-28/2018-06-29/2018-07-02/2018-07-03/2018-07-04,2019-02-13,20600,2018-07-10
000760,2018-08-21,buy,21400,0.737,2018-08-16/2018-08-17/2018-08-20,2019-07-19,21200,2018-08-27
000760,2018-11-01,buy,19700,0.712,2018-10-26/2018-10-29/2018-10-30/2018-10-31,2019-01-24,20450,2018-11-06
000760,2018-12-28,buy,18950,0.728,2018-12-21/2018-12-24/2018-12-26/2018-12-27,2019-03-05,19200,2019-01-02
000760,2019-01-02,buy,19200,0.711,2018-12-21/2018-12-24/2018-12-26/2018-12-27/2018-12-28,2019-05-14,19100,2019-01-07
000760,2019-01-03,buy,19250,0.719,2018-12-21/2018-12-24/2018-12-26/2018-12-27/2018-12-28/2019-01-02,2019-01-18,19350,2019-01-08
000760,2019-03-05,buy,20200,0.773,2019-02-27/2019-02-28/2019-03-04,2019-03-06,19750,2019-03-11
000760,2019-03-29,buy,19400,0.75,2019-03-21/2019-03-22/2019-03-25/2019-03-26/2019-03-27/2019-03-28,2019-04-11,19400,2019-04-03
000760,2019-05-23,buy,17150,0.767,2019-05-17/2019-05-20/2019-05-21/2019-05-22,2019-05-23,16800,2019-05-28
000760,2019-06-04,buy,16900,0.769,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03,2019-06-04,17300,2019-06-10
000760,2019-06-05,buy,16900,0.718,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04,2019-06-10,17300,2019-06-10
000760,2019-06-07,buy,17000,0.715,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04/2019-06-05,2019-07-12,17450,2019-06-12
000760,2019-08-02,buy,16150,0.798,2019-07-26/2019-07-29/2019-07-30/2019-07-31/2019-08-01,2019-08-02,15600,2019-08-07
000760,2019-08-08,buy,15900,0.735,2019-08-02/2019-08-05/2019-08-06/2019-08-07,2019-08-09,16200,2019-08-13
000760,2020-02-11,buy,14600,0.728,2020-01-29/2020-01-30/2020-01-31/2020-02-03/2020-02-04/2020-02-05/2020-02-06/2020-02-07/2020-02-10,2020-02-21,14500,2020-02-17
000760,2020-03-02,buy,14300,0.784,2020-02-26/2020-02-27/2020-02-28,2020-03-02,13200,2020-03-09
000760,2020-03-04,buy,13850,0.851,2020-02-26/2020-02-27/2020-02-28/2020-03-02/2020-03-03,2020-03-04,13200,2020-03-09
000760,2020-03-05,buy,14050,0.75,2020-02-26/2020-02-27/2020-02-28/2020-03-02/2020-03-03/2020-03-04,2020-03-05,12750,2020-03-10
000760,2020-03-13,buy,12300,0.723,2020-03-09/2020-03-10/2020-03-11/2020-03-12,2020-03-13,12100,2020-03-18
000760,2020-03-18,buy,12100,0.779,2020-03-11/2020-03-12/2020-03-13/2020-03-16/2020-03-17,2020-03-18,12100,2020-03-23
000760,2020-03-19,buy,11550,0.788,2020-03-11/2020-03-12/2020-03-13/2020-03-16/2020-03-17/2020-03-18,2020-03-19,12000,2020-03-24
000760,2020-03-23,buy,12100,0.735,2020-03-18/2020-03-19/2020-03-20,2020-03-26,11700,2020-03-30
000760,2020-03-24,buy,12000,0.805,2020-03-18/2020-03-19/2020-03-20/2020-03-23,2020-05-20,11700,2020-03-30
000760,2020-04-07,buy,12050,0.701,2020-03-20/2020-03-23/2020-03-24/2020-03-25/2020-03-26/2020-03-27/2020-03-30/2020-03-31/2020-04-01/2020-04-02/2020-04-03/2020-04-06,2021-03-19,12050,2020-04-13
000760,2020-04-09,buy,12350,0.722,2020-04-01/2020-04-02/2020-04-03/2020-04-06/2020-04-07/2020-04-08,2021-03-31,11950,2020-04-14
000760,2020-06-04,buy,13150,0.743,2020-05-21/2020-05-22/2020-05-25/2020-05-26/2020-05-27/2020-05-28/2020-05-29/2020-06-01/2020-06-02/2020-06-03,2021-05-11,13400,2020-06-09
000760,2020-06-18,buy,15850,0.712,2020-06-15/2020-06-16/2020-06-17,2021-06-03,14450,2020-06-23
000760,2020-07-15,buy,13900,0.83,2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14,2020-07-15,14250,2020-07-20
000760,2020-07-16,buy,13900,0.816,2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14/2020-07-15,2020-07-16,14400,2020-07-21
000760,2020-07-17,buy,14250,0.733,2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14/2020-07-15/2020-07-16,2020-07-17,14300,2020-07-22
000760,2020-08-21,buy,13700,0.762,2020-08-14/2020-08-18/2020-08-19/2020-08-20,2020-08-21,14050,2020-08-26
000760,2020-08-24,buy,14050,0.796,2020-08-14/2020-08-18/2020-08-19/2020-08-20/2020-08-21,2020-08-24,14700,2020-08-31
000760,2020-08-25,buy,14150,0.736,2020-08-14/2020-08-18/2020-08-19/2020-08-20/2020-08-21/2020-08-24,2020-09-23,14700,2020-08-31
000760,2020-09-25,buy,14550,0.753,2020-09-17/2020-09-18/2020-09-21/2020-09-22/2020-09-23/2020-09-24,2020-09-25,14050,2020-10-05
000760,2020-10-08,buy,14500,0.813,2020-09-23/2020-09-24/2020-09-25/2020-09-28/2020-09-29/2020-10-05/2020-10-06/2020-10-07,2021-09-02,14850,2020-10-13
000760,2020-10-29,buy,14700,0.71,2020-10-22/2020-10-23/2020-10-26/2020-10-27/2020-10-28,2020-10-29,14650,2020-11-03
000760,2020-10-30,buy,14800,0.766,2020-10-22/2020-10-23/2020-10-26/2020-10-27/2020-10-28/2020-10-29,2020-10-30,14700,2020-11-04
000760,2020-11-03,buy,14650,0.785,2020-10-22/2020-10-23/2020-10-26/2020-10-27/2020-10-28/2020-10-29/2020-10-30/2020-11-02,2020-11-03,14800,2020-11-09
000760,2020-11-06,buy,14700,0.752,2020-10-22/2020-10-23/2020-10-26/2020-10-27/2020-10-28/2020-10-29/2020-10-30/2020-11-02/2020-11-03/2020-11-04/2020-11-05,2021-10-18,15150,2020-11-11
000760,2021-01-19,buy,15750,0.715,2021-01-08/2021-01-11/2021-01-12/2021-01-13/2021-01-14/2021-01-15/2021-01-18,2021-01-19,16550,2021-01-25
000760,2021-01-20,buy,15600,0.715,2021-01-08/2021-01-11/2021-01-12/2021-01-13/2021-01-14/2021-01-15/2021-01-18/2021-01-19,2021-03-05,16550,2021-01-25
000760,2021-03-15,buy,16550,0.721,2021-02-17/2021-02-18/2021-02-19/2021-02-22/2021-02-23/2021-02-24/2021-02-25/2021-02-26/2021-03-02/2021-03-03/2021-03-04/2021-03-05/2021-03-08/2021-03-09/2021-03-10/2021-03-11/2021-03-12,2021-03-19,17200,2021-03-22
000760,2021-03-16,buy,16500,0.714,2021-02-23/2021-02-24/2021-02-25/2021-02-26/2021-03-02/2021-03-03/2021-03-04/2021-03-05/2021-03-08/2021-03-09/2021-03-10/2021-03-11/2021-03-12/2021-03-15,2021-05-10,17200,2021-03-22
000760,2021-04-20,buy,20200,0.728,2021-04-14/2021-04-15/2021-04-16/2021-04-19,2021-04-20,20150,2021-04-26
000760,2021-05-07,buy,19450,0.754,2021-04-30/2021-05-03/2021-05-04/2021-05-06,2021-05-11,19750,2021-05-12
000760,2021-06-28,buy,21000,0.706,2021-06-18/2021-06-21/2021-06-22/2021-06-23/2021-06-24/2021-06-25,2021-07-19,21800,2021-07-05
000760,2021-07-26,buy,22000,0.713,2021-07-21/2021-07-22/2021-07-23,2021-07-26,19700,2021-08-02
000760,2021-07-28,buy,21150,0.731,2021-07-21/2021-07-22/2021-07-23/2021-07-26/2021-07-27,2021-07-28,19700,2021-08-02
000760,2021-08-03,buy,19650,0.746,2021-07-29/2021-07-30/2021-08-02,2021-08-03,21500,2021-08-09
000760,2021-08-04,buy,19650,0.751,2021-07-29/2021-07-30/2021-08-02/2021-08-03,2021-08-04,21500,2021-08-09
000760,2021-08-05,buy,20650,0.764,2021-07-29/2021-07-30/2021-08-02/2021-08-03/2021-08-04,2021-08-05,21550,2021-08-10
000760,2021-08-06,buy,20900,0.725,2021-07-29/2021-07-30/2021-08-02/2021-08-03/2021-08-04/2021-08-05,2021-08-09,20500,2021-08-11
000760,2021-08-19,buy,17750,0.702,2021-08-13/2021-08-17/2021-08-18,2021-08-19,17950,2021-08-24
000760,2021-08-25,buy,18650,0.783,2021-08-18/2021-08-19/2021-08-20/2021-08-23/2021-08-24,2021-08-25,18750,2021-08-30
000760,2021-09-29,buy,16750,0.82,2021-09-17/2021-09-23/2021-09-24/2021-09-27/2021-09-28,2021-09-29,16450,2021-10-05
000760,2021-10-08,buy,16200,0.74,2021-09-30/2021-10-01/2021-10-05/2021-10-06/2021-10-07,2021-10-12,16300,2021-10-13
000760,2021-11-11,buy,16000,0.731,2021-11-04/2021-11-05/2021-11-08/2021-11-09/2021-11-10,2021-11-11,15850,2021-11-16
000760,2021-11-12,buy,15900,0.747,2021-11-05/2021-11-08/2021-11-09/2021-11-10/2021-11-11,2021-11-12,16150,2021-11-17
000760,2021-11-17,buy,16150,0.735,2021-11-08/2021-11-09/2021-11-10/2021-11-11/2021-11-12/2021-11-15/2021-11-16,2021-11-17,16050,2021-11-22
000760,2021-12-02,buy,15050,0.769,2021-11-26/2021-11-29/2021-11-30/2021-12-01,2021-12-10,15650,2021-12-07
000760,2021-12-03,buy,15400,0.746,2021-11-25/2021-11-26/2021-11-29/2021-11-30/2021-12-01/2021-12-02,2021-12-16,15600,2021-12-08
