Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000660,2018-02-08,buy,73900,0.809,2018-02-01/2018-02-02/2018-02-05/2018-02-06/2018-02-07,2019-01-29,77700,2018-02-13
000660,2018-02-09,buy,73400,0.895,2018-02-01/2018-02-02/2018-02-05/2018-02-06/2018-02-07/2018-02-08,2019-01-02,77600,2018-02-14
000660,2018-04-06,buy,80300,0.728,2018-03-26/2018-03-27/2018-03-28/2018-03-29/2018-03-30/2018-04-02/2018-04-03/2018-04-04/2018-04-05,2019-03-13,81200,2018-04-11
000660,2018-04-13,buy,84200,0.784,2018-04-06/2018-04-09/2018-04-10/2018-04-11/2018-04-12,2019-04-10,84600,2018-04-18
000660,2018-04-27,buy,87100,0.787,2018-04-19/2018-04-20/2018-04-23/2018-04-24/2018-04-25/2018-04-26,2019-04-16,83100,2018-05-02
000660,2018-08-22,buy,79800,0.722,2018-08-09/2018-08-10/2018-08-13/2018-08-14/2018-08-16/2018-08-17/2018-08-20/2018-08-21,2019-03-11,83500,2018-08-27
000660,2018-10-29,buy,66800,0.71,2018-10-23/2018-10-24/2018-10-25/2018-10-26,2019-01-08,70500,2018-11-05
000660,2018-12-24,buy,60400,0.75,2018-12-18/2018-12-19/2018-12-20/2018-12-21,2019-01-03,60600,2019-01-01
000660,2019-01-09,buy,63600,0.764,2019-01-02/2019-01-03/2019-01-04/2019-01-07/2019-01-08,2019-01-09,62100,2019-01-14
000660,2019-01-16,buy,64800,0.782,2019-01-11/2019-01-14/2019-01-15,2020-01-09,67000,2019-01-21
000660,2019-02-20,buy,75700,0.715,2019-02-14/2019-02-15/2019-02-18/2019-02-19,2019-02-20,75400,2019-02-25
000660,2019-02-21,buy,76700,0.757,2019-02-14/2019-02-15/2019-02-18/2019-02-19/2019-02-20,2019-02-25,75200,2019-02-26
000660,2019-03-06,buy,68100,0.784,2019-02-27/2019-02-28/2019-03-04/2019-03-05,2019-03-06,66600,2019-03-11
000660,2019-03-13,buy,66800,0.766,2019-03-05/2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12,2019-04-25,67800,2019-03-18
000660,2019-03-14,buy,67300,0.709,2019-03-05/2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12/2019-03-13,2019-04-15,68000,2019-03-19
000660,2019-03-15,buy,68100,0.743,2019-03-05/2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12/2019-03-13/2019-03-14,2019-04-29,70500,2019-03-20
000660,2019-03-18,buy,67800,0.709,2019-03-05/2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12/2019-03-13/2019-03-14/2019-03-15,2019-03-21,72900,2019-03-25
000660,2019-05-21,buy,70300,0.729,2019-05-15/2019-05-16/2019-05-17/2019-05-20,2019-05-21,66900,2019-05-27
000660,2019-05-22,buy,68900,0.784,2019-05-15/2019-05-16/2019-05-17/2019-05-20/2019-05-21,2019-05-22,66900,2019-05-27
000660,2019-05-28,buy,65900,0.711,2019-05-21/2019-05-22/2019-05-23/2019-05-24/2019-05-27,2019-05-28,66600,2019-06-03
