Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000240,2018-04-27,buy,17900,0.734,2018-04-18/2018-04-19/2018-04-20/2018-04-23/2018-04-24/2018-04-25/2018-04-26,2019-02-15,18500,2018-05-02
000240,2018-07-09,buy,18150,0.783,2018-06-25/2018-06-26/2018-06-27/2018-06-28/2018-06-29/2018-07-02/2018-07-03/2018-07-04/2018-07-05/2018-07-06,2019-01-14,18200,2018-07-16
000240,2018-11-09,buy,15800,0.85,2018-11-06/2018-11-07/2018-11-08,2019-01-02,16300,2018-11-14
000240,2019-01-16,buy,15650,0.727,2019-01-09/2019-01-10/2019-01-11/2019-01-14/2019-01-15,2019-01-16,15700,2019-01-21
000240,2019-01-18,buy,16150,0.738,2019-01-09/2019-01-10/2019-01-11/2019-01-14/2019-01-15/2019-01-16/2019-01-17,2019-01-31,16000,2019-01-23
000240,2019-04-02,buy,15950,0.709,2019-03-22/2019-03-25/2019-03-26/2019-03-27/2019-03-28/2019-03-29/2019-04-01,2019-09-02,16400,2019-04-08
000240,2019-05-14,buy,16500,0.721,2019-05-08/2019-05-09/2019-05-10/2019-05-13,2019-05-14,16700,2019-05-20
000240,2019-05-16,buy,16850,0.742,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14/2019-05-15,2019-05-16,16600,2019-05-21
000240,2019-06-04,buy,16650,0.712,2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03,2020-03-16,16800,2019-06-10
000240,2019-07-04,buy,16750,0.757,2019-06-27/2019-06-28/2019-07-01/2019-07-02/2019-07-03,2019-07-04,15400,2019-07-09
000240,2019-07-12,buy,15650,0.722,2019-07-08/2019-07-09/2019-07-10/2019-07-11,2019-07-12,15600,2019-07-17
000240,2019-08-08,buy,15250,0.782,2019-08-01/2019-08-02/2019-08-05/2019-08-06/2019-08-07,2019-08-08,14400,2019-08-13
000240,2019-08-13,buy,14400,0.782,2019-08-01/2019-08-02/2019-08-05/2019-08-06/2019-08-07/2019-08-08/2019-08-09/2019-08-12,2019-08-13,14000,2019-08-19
000240,2019-08-20,buy,13950,0.741,2019-08-14/2019-08-16/2019-08-19,2019-08-21,14750,2019-08-26
000240,2019-08-21,buy,14400,0.729,2019-08-14/2019-08-16/2019-08-19/2019-08-20,2019-09-24,14750,2019-08-26
000240,2019-09-30,buy,14300,0.744,2019-09-24/2019-09-25/2019-09-26/2019-09-27,2019-09-30,14000,2019-10-07
000240,2019-10-10,buy,13650,0.761,2019-10-01/2019-10-02/2019-10-04/2019-10-07/2019-10-08,2019-10-10,14050,2019-10-15
000240,2019-10-11,buy,13850,0.773,2019-10-01/2019-10-02/2019-10-04/2019-10-07/2019-10-08/2019-10-10,2019-10-11,14550,2019-10-16
000240,2019-10-15,buy,14050,0.746,2019-10-01/2019-10-02/2019-10-04/2019-10-07/2019-10-08/2019-10-10/2019-10-11/2019-10-14,2019-10-16,13650,2019-10-21
000240,2019-10-22,buy,13600,0.718,2019-10-17/2019-10-18/2019-10-21,2019-10-22,13750,2019-10-28
000240,2019-10-23,buy,13500,0.77,2019-10-17/2019-10-18/2019-10-21/2019-10-22,2019-10-23,13750,2019-10-28
000240,2019-10-24,buy,13500,0.796,2019-10-17/2019-10-18/2019-10-21/2019-10-22/2019-10-23,2019-10-24,13550,2019-10-29
000240,2019-10-25,buy,13650,0.83,2019-10-17/2019-10-18/2019-10-21/2019-10-22/2019-10-23/2019-10-24,2019-10-25,13400,2019-10-30
000240,2019-10-28,buy,13750,0.745,2019-10-17/2019-10-18/2019-10-21/2019-10-22/2019-10-23/2019-10-24/2019-10-25,2019-10-30,13450,2019-11-04
000240,2019-11-01,buy,13250,0.715,2019-10-28/2019-10-29/2019-10-30/2019-10-31,2019-11-01,13800,2019-11-06
000240,2019-11-04,buy,13450,0.835,2019-10-28/2019-10-29/2019-10-30/2019-10-31/2019-11-01,2019-11-04,13700,2019-11-11
