Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000240,2019-11-05,buy,13800,0.72,2019-10-28/2019-10-29/2019-10-30/2019-10-31/2019-11-01/2019-11-04,2019-11-05,13700,2019-11-11
000240,2019-11-06,buy,13800,0.729,2019-10-28/2019-10-29/2019-10-30/2019-10-31/2019-11-01/2019-11-04/2019-11-05,2019-11-06,13700,2019-11-11
000240,2020-01-09,buy,13650,0.771,2019-12-30/2020-01-02/2020-01-03/2020-01-06/2020-01-07/2020-01-08,2020-01-09,13700,2020-01-14
000240,2020-01-10,buy,13700,0.826,2019-12-30/2020-01-02/2020-01-03/2020-01-06/2020-01-07/2020-01-08/2020-01-09,2020-01-10,14000,2020-01-15
000240,2020-01-16,buy,13900,0.847,2019-12-30/2020-01-02/2020-01-03/2020-01-06/2020-01-07/2020-01-08/2020-01-09/2020-01-10/2020-01-13/2020-01-14/2020-01-15,2020-01-20,13850,2020-01-21
000240,2020-01-30,buy,13050,0.847,2020-01-23/2020-01-28/2020-01-29,2020-01-30,12950,2020-02-04
000240,2020-01-31,buy,13250,0.844,2020-01-23/2020-01-28/2020-01-29/2020-01-30,2020-01-31,13100,2020-02-05
000240,2020-02-03,buy,13150,0.834,2020-01-23/2020-01-28/2020-01-29/2020-01-30/2020-01-31,2020-02-03,13100,2020-02-10
000240,2020-02-11,buy,13600,0.717,2020-01-23/2020-01-28/2020-01-29/2020-01-30/2020-01-31/2020-02-03/2020-02-04/2020-02-05/2020-02-06/2020-02-07/2020-02-10,2021-01-13,13250,2020-02-17
000240,2020-02-21,buy,12750,0.743,2020-02-18/2020-02-19/2020-02-20,2020-02-21,12550,2020-02-26
000240,2020-02-24,buy,12450,0.833,2020-02-18/2020-02-19/2020-02-20/2020-02-21,2020-02-24,12450,2020-03-02
000240,2020-03-11,buy,10800,0.78,2020-03-06/2020-03-09/2020-03-10,2020-03-11,10150,2020-03-16
000240,2020-03-16,buy,10150,0.702,2020-03-11/2020-03-12/2020-03-13,2020-03-16,7490,2020-03-23
000240,2020-03-23,buy,7490,0.799,2020-03-18/2020-03-19/2020-03-20,2020-03-23,8410,2020-03-30
000240,2020-03-25,buy,8830,0.735,2020-03-20/2020-03-23/2020-03-24,2020-03-26,8410,2020-03-30
000240,2020-05-15,buy,9510,0.717,2020-05-11/2020-05-12/2020-05-13/2020-05-14,2020-05-15,10150,2020-05-20
000240,2020-05-19,buy,10250,0.728,2020-05-11/2020-05-12/2020-05-13/2020-05-14/2020-05-15/2020-05-18,2020-07-21,10050,2020-05-25
000240,2020-06-17,buy,11100,0.74,2020-06-11/2020-06-12/2020-06-15/2020-06-16,2021-05-26,11100,2020-06-22
000240,2020-07-13,buy,12800,0.737,2020-07-08/2020-07-09/2020-07-10,2020-07-13,11650,2020-07-20
000240,2020-07-15,buy,12200,0.737,2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14,2020-07-15,11650,2020-07-20
000240,2020-07-16,buy,11900,0.714,2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14/2020-07-15,2020-07-16,11700,2020-07-21
000240,2020-07-24,buy,11300,0.726,2020-07-17/2020-07-20/2020-07-21/2020-07-22/2020-07-23,2020-07-24,11350,2020-07-29
000240,2020-07-28,buy,11600,0.731,2020-07-17/2020-07-20/2020-07-21/2020-07-22/2020-07-23/2020-07-24/2020-07-27,2021-06-24,14300,2020-08-03
000240,2020-07-31,buy,14300,0.74,2020-07-23/2020-07-24/2020-07-27/2020-07-28/2020-07-29/2020-07-30,2021-07-15,13950,2020-08-05
000240,2020-08-20,buy,13150,0.723,2020-08-11/2020-08-12/2020-08-13/2020-08-14/2020-08-18/2020-08-19,2020-08-20,17600,2020-08-25
000240,2020-08-25,buy,17600,0.715,2020-08-19/2020-08-20/2020-08-21/2020-08-24,2021-08-02,15400,2020-08-31
000240,2020-10-30,buy,14900,0.784,2020-10-23/2020-10-26/2020-10-27/2020-10-28/2020-10-29,2020-10-30,15350,2020-11-04
000240,2020-11-04,buy,15350,0.791,2020-10-28/2020-10-29/2020-10-30/2020-11-02/2020-11-03,2020-11-23,15750,2020-11-09
000240,2020-12-09,buy,15500,0.713,2020-12-03/2020-12-04/2020-12-07/2020-12-08,2020-12-09,15500,2020-12-14
000240,2020-12-22,buy,14250,0.723,2020-12-11/2020-12-14/2020-12-15/2020-12-16/2020-12-17/2020-12-18/2020-12-21,2020-12-22,14650,2020-12-28
000240,2020-12-29,buy,14300,0.752,2020-12-21/2020-12-22/2020-12-23/2020-12-24/2020-12-28,2020-12-29,14400,2021-01-04
000240,2021-03-12,buy,17600,0.71,2021-03-03/2021-03-04/2021-03-05/2021-03-08/2021-03-09/2021-03-10/2021-03-11,2021-03-25,17000,2021-03-17
000240,2021-06-16,buy,20900,0.705,2021-06-09/2021-06-10/2021-06-11/2021-06-14/2021-06-15,2021-06-18,20550,2021-06-21
000240,2021-07-08,buy,18900,0.774,2021-07-01/2021-07-02/2021-07-05/2021-07-06/2021-07-07,2021-07-08,19250,2021-07-13
000240,2021-07-27,buy,18200,0.807,2021-07-16/2021-07-19/2021-07-20/2021-07-21/2021-07-22/2021-07-23/2021-07-26,2021-07-27,18000,2021-08-02
000240,2021-07-28,buy,18100,0.769,2021-07-16/2021-07-19/2021-07-20/2021-07-21/2021-07-22/2021-07-23/2021-07-26/2021-07-27,2021-07-28,18000,2021-08-02
000240,2021-07-29,buy,18150,0.787,2021-07-16/2021-07-19/2021-07-20/2021-07-21/2021-07-22/2021-07-23/2021-07-26/2021-07-27/2021-07-28,2021-07-29,18000,2021-08-03
000240,2021-08-02,buy,18000,0.808,2021-07-16/2021-07-19/2021-07-20/2021-07-21/2021-07-22/2021-07-23/2021-07-26/2021-07-27/2021-07-28/2021-07-29/2021-07-30,2021-08-02,18200,2021-08-09
000240,2021-08-05,buy,18350,0.788,2021-07-23/2021-07-26/2021-07-27/2021-07-28/2021-07-29/2021-07-30/2021-08-02/2021-08-03/2021-08-04,2021-08-09,18200,2021-08-10
000240,2021-08-06,buy,18400,0.801,2021-07-23/2021-07-26/2021-07-27/2021-07-28/2021-07-29/2021-07-30/2021-08-02/2021-08-03/2021-08-04/2021-08-05,2021-08-06,18250,2021-08-11
000240,2021-08-24,buy,17500,0.799,2021-08-18/2021-08-19/2021-08-20/2021-08-23,2021-08-24,17000,2021-08-30
000240,2021-09-13,buy,16850,0.717,2021-09-02/2021-09-03/2021-09-06/2021-09-07/2021-09-08/2021-09-09/2021-09-10,2021-09-17,16200,2021-09-23
000240,2021-09-29,buy,15750,0.816,2021-09-16/2021-09-17/2021-09-23/2021-09-24/2021-09-27/2021-09-28,2021-09-29,15600,2021-10-05
000240,2021-10-05,buy,15600,0.755,2021-09-27/2021-09-28/2021-09-29/2021-09-30/2021-10-01,2021-10-05,17100,2021-10-12
000240,2021-10-08,buy,16500,0.759,2021-09-28/2021-09-29/2021-09-30/2021-10-01/2021-10-05/2021-10-06/2021-10-07,2021-10-08,17200,2021-10-13
000240,2021-11-02,buy,17350,0.759,2021-10-27/2021-10-28/2021-10-29/2021-11-01,2021-11-02,17600,2021-11-08
000240,2021-11-03,buy,17100,0.77,2021-10-27/2021-10-28/2021-10-29/2021-11-01/2021-11-02,2021-11-04,17600,2021-11-08
000240,2021-11-19,buy,16200,0.716,2021-11-16/2021-11-17/2021-11-18,2021-11-19,16000,2021-11-24
000240,2021-11-22,buy,16450,0.763,2021-11-16/2021-11-17/2021-11-18/2021-11-19,2021-11-22,15200,2021-11-29
000240,2021-11-26,buy,15500,0.706,2021-11-22/2021-11-23/2021-11-24/2021-11-25,2021-11-26,15500,2021-12-01
000240,2021-12-02,buy,16150,0.766,2021-11-25/2021-11-26/2021-11-29/2021-11-30/2021-12-01,2021-12-03,16200,2021-12-07
