Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000490,2018-07-25,buy,7000,0.702,2018-06-29/2018-07-02/2018-07-03/2018-07-04/2018-07-05/2018-07-06/2018-07-09/2018-07-10/2018-07-11/2018-07-12/2018-07-13/2018-07-16/2018-07-17/2018-07-18/2018-07-19/2018-07-20/2018-07-23/2018-07-24,2019-05-10,7600,2018-07-30
000490,2018-09-05,buy,7050,0.707,2018-08-21/2018-08-22/2018-08-23/2018-08-24/2018-08-27/2018-08-28/2018-08-29/2018-08-30/2018-08-31/2018-09-03/2018-09-04,2019-02-20,7490,2018-09-10
000490,2018-12-28,buy,5180,0.749,2018-12-24/2018-12-26/2018-12-27,2019-08-12,5140,2019-01-02
000490,2019-03-08,buy,5710,0.752,2019-02-27/2019-02-28/2019-03-04/2019-03-05/2019-03-06/2019-03-07,2019-03-08,5840,2019-03-13
000490,2019-05-16,buy,5700,0.713,2019-05-08/2019-05-09/2019-05-10/2019-05-13/2019-05-14/2019-05-15,2019-05-16,5650,2019-05-21
000490,2019-05-28,buy,5730,0.725,2019-05-23/2019-05-24/2019-05-27,2019-05-29,5570,2019-06-03
000490,2019-07-01,buy,6130,0.708,2019-06-25/2019-06-26/2019-06-27/2019-06-28,2019-07-01,5860,2019-07-08
000490,2019-08-07,buy,4585,0.805,2019-08-02/2019-08-05/2019-08-06,2019-08-08,5090,2019-08-12
000490,2019-08-08,buy,5080,0.813,2019-08-02/2019-08-05/2019-08-06/2019-08-07,2019-10-16,5120,2019-08-13
000490,2019-08-27,buy,5890,0.74,2019-08-22/2019-08-23/2019-08-26,2019-08-27,5530,2019-09-02
000490,2019-09-04,buy,5470,0.798,2019-08-28/2019-08-29/2019-08-30/2019-09-02/2019-09-03,2019-09-04,5420,2019-09-09
000490,2019-09-05,buy,5550,0.847,2019-08-28/2019-08-29/2019-08-30/2019-09-02/2019-09-03/2019-09-04,2019-09-05,5590,2019-09-10
000490,2019-09-09,buy,5420,0.792,2019-08-28/2019-08-29/2019-08-30/2019-09-02/2019-09-03/2019-09-04/2019-09-05/2019-09-06,2019-09-09,6520,2019-09-16
000490,2019-09-10,buy,5590,0.793,2019-08-28/2019-08-29/2019-08-30/2019-09-02/2019-09-03/2019-09-04/2019-09-05/2019-09-06/2019-09-09,2019-09-10,6520,2019-09-16
000490,2019-09-11,buy,6200,0.708,2019-08-28/2019-08-29/2019-08-30/2019-09-02/2019-09-03/2019-09-04/2019-09-05/2019-09-06/2019-09-09/2019-09-10,2019-11-19,6520,2019-09-16
000490,2019-10-18,buy,6300,0.764,2019-10-14/2019-10-15/2019-10-16/2019-10-17,2019-10-18,5960,2019-10-23
000490,2019-11-20,buy,5480,0.82,2019-11-14/2019-11-15/2019-11-18/2019-11-19,2019-11-20,5520,2019-11-25
000490,2019-11-26,buy,5630,0.73,2019-11-19/2019-11-20/2019-11-21/2019-11-22/2019-11-25,2019-12-05,5570,2019-12-02
000490,2019-11-27,buy,5660,0.706,2019-11-19/2019-11-20/2019-11-21/2019-11-22/2019-11-25/2019-11-26,2019-12-09,5570,2019-12-02
000490,2020-01-09,buy,5650,0.781,2020-01-03/2020-01-06/2020-01-07/2020-01-08,2020-01-09,5790,2020-01-14
000490,2020-01-10,buy,5700,0.777,2020-01-03/2020-01-06/2020-01-07/2020-01-08/2020-01-09,2020-01-29,5850,2020-01-15
000490,2020-02-03,buy,5260,0.801,2020-01-29/2020-01-30/2020-01-31,2020-02-03,5880,2020-02-10
000490,2020-02-05,buy,5600,0.715,2020-01-29/2020-01-30/2020-01-31/2020-02-03/2020-02-04,2020-02-05,5880,2020-02-10
000490,2020-02-24,buy,5270,0.725,2020-02-18/2020-02-19/2020-02-20/2020-02-21,2020-02-24,4595,2020-03-02
000490,2020-03-04,buy,4915,0.729,2020-02-27/2020-02-28/2020-03-02/2020-03-03,2020-03-04,4575,2020-03-09
000490,2020-03-18,buy,3600,0.751,2020-03-12/2020-03-13/2020-03-16/2020-03-17,2020-03-18,2945,2020-03-23
000490,2020-03-23,buy,2945,0.769,2020-03-18/2020-03-19/2020-03-20,2020-03-23,3700,2020-03-30
000490,2020-03-25,buy,3415,0.806,2020-03-18/2020-03-19/2020-03-20/2020-03-23/2020-03-24,2020-04-02,3700,2020-03-30
000490,2020-06-17,buy,5480,0.75,2020-06-12/2020-06-15/2020-06-16,2021-05-26,5920,2020-06-22
000490,2020-08-25,buy,6570,0.714,2020-08-19/2020-08-20/2020-08-21/2020-08-24,2020-08-26,6520,2020-08-31
000490,2020-09-25,buy,6180,0.832,2020-09-21/2020-09-22/2020-09-23/2020-09-24,2020-09-25,6540,2020-10-05
000490,2020-09-28,buy,6430,0.858,2020-09-21/2020-09-22/2020-09-23/2020-09-24/2020-09-25,2020-09-28,6540,2020-10-05
000490,2020-09-29,buy,6510,0.704,2020-09-22/2020-09-23/2020-09-24/2020-09-25/2020-09-28,2020-11-27,6540,2020-10-05
000490,2020-12-30,buy,6820,0.725,2020-12-21/2020-12-22/2020-12-23/2020-12-24/2020-12-28/2020-12-29,2021-02-15,7120,2021-01-04
000490,2021-03-11,buy,8420,0.791,2021-02-23/2021-02-24/2021-02-25/2021-02-26/2021-03-02/2021-03-03/2021-03-04/2021-03-05/2021-03-08/2021-03-09/2021-03-10,2021-05-10,8590,2021-03-16
000490,2021-03-12,buy,8410,0.714,2021-02-23/2021-02-24/2021-02-25/2021-02-26/2021-03-02/2021-03-03/2021-03-04/2021-03-05/2021-03-08/2021-03-09/2021-03-10/2021-03-11,2021-07-30,8590,2021-03-17
000490,2021-04-15,buy,10800,0.792,2021-04-09/2021-04-12/2021-04-13/2021-04-14,2021-04-15,10600,2021-04-20
000490,2021-04-16,buy,11150,0.71,2021-04-09/2021-04-12/2021-04-13/2021-04-14/2021-04-15,2021-04-16,10900,2021-04-21
000490,2021-06-03,buy,12100,0.732,2021-05-31/2021-06-01/2021-06-02,2021-06-03,11900,2021-06-08
000490,2021-06-04,buy,12000,0.753,2021-05-31/2021-06-01/2021-06-02/2021-06-03,2021-06-04,11550,2021-06-09
000490,2021-06-07,buy,11750,0.764,2021-05-31/2021-06-01/2021-06-02/2021-06-03/2021-06-04,2021-06-07,11600,2021-06-14
000490,2021-06-08,buy,11900,0.815,2021-06-01/2021-06-02/2021-06-03/2021-06-04/2021-06-07,2021-06-08,11600,2021-06-14
000490,2021-06-18,buy,11550,0.759,2021-06-07/2021-06-08/2021-06-09/2021-06-10/2021-06-11/2021-06-14/2021-06-15/2021-06-16/2021-06-17,2021-06-18,11800,2021-06-23
000490,2021-06-21,buy,11800,0.815,2021-06-07/2021-06-08/2021-06-09/2021-06-10/2021-06-11/2021-06-14/2021-06-15/2021-06-16/2021-06-17/2021-06-18,2021-08-12,11850,2021-06-28
000490,2021-07-08,buy,11250,0.724,2021-07-02/2021-07-05/2021-07-06/2021-07-07,2021-07-08,11350,2021-07-13
000490,2021-07-09,buy,10750,0.839,2021-07-02/2021-07-05/2021-07-06/2021-07-07/2021-07-08,2021-07-09,11400,2021-07-14
000490,2021-07-14,buy,11400,0.746,2021-07-08/2021-07-09/2021-07-12/2021-07-13,2021-08-05,11850,2021-07-19
000490,2021-08-24,buy,10800,0.715,2021-08-19/2021-08-20/2021-08-23,2021-08-24,10600,2021-08-30
000490,2021-09-23,buy,10400,0.808,2021-09-10/2021-09-13/2021-09-14/2021-09-15/2021-09-16/2021-09-17,2021-09-23,10150,2021-09-28
000490,2021-09-29,buy,10150,0.813,2021-09-17/2021-09-23/2021-09-24/2021-09-27/2021-09-28,2021-09-29,9690,2021-10-05
000490,2021-09-30,buy,10300,0.759,2021-09-17/2021-09-23/2021-09-24/2021-09-27/2021-09-28/2021-09-29,2021-09-30,9690,2021-10-05
000490,2021-10-05,buy,9690,0.749,2021-09-17/2021-09-23/2021-09-24/2021-09-27/2021-09-28/2021-09-29/2021-09-30/2021-10-01,2021-10-05,9560,2021-10-12
000490,2021-10-08,buy,9900,0.776,2021-10-01/2021-10-05/2021-10-06/2021-10-07,2021-10-08,9660,2021-10-13
000490,2021-12-03,buy,9480,0.713,2021-11-26/2021-11-29/2021-11-30/2021-12-01/2021-12-02,2021-12-08,9450,2021-12-08
