Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000140,2018-03-08,buy,9360,0.764,2018-03-02/2018-03-05/2018-03-06/2018-03-07,2019-02-21,9630,2018-03-13
000140,2018-03-09,buy,9480,0.731,2018-02-28/2018-03-02/2018-03-05/2018-03-06/2018-03-07/2018-03-08,2019-02-12,9700,2018-03-14
000140,2018-03-12,buy,9700,0.762,2018-02-27/2018-02-28/2018-03-02/2018-03-05/2018-03-06/2018-03-07/2018-03-08/2018-03-09,2019-01-09,9770,2018-03-19
000140,2018-07-11,buy,8510,0.715,2018-07-02/2018-07-03/2018-07-04/2018-07-05/2018-07-06/2018-07-09/2018-07-10,2019-04-23,8530,2018-07-16
000140,2018-11-05,buy,6560,0.82,2018-10-26/2018-10-29/2018-10-30/2018-10-31/2018-11-01/2018-11-02,2019-01-02,6640,2018-11-12
000140,2019-01-08,buy,7680,0.715,2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07,2019-12-27,7660,2019-01-14
000140,2019-02-11,buy,7820,0.708,2019-01-24/2019-01-25/2019-01-28/2019-01-29/2019-01-30/2019-01-31/2019-02-01/2019-02-07/2019-02-08,2019-04-11,7940,2019-02-18
000140,2019-03-05,buy,7930,0.708,2019-02-22/2019-02-25/2019-02-26/2019-02-27/2019-02-28/2019-03-04,2020-02-14,7880,2019-03-11
000140,2019-05-23,buy,9200,0.716,2019-05-20/2019-05-21/2019-05-22,2019-05-23,8880,2019-05-28
000140,2019-05-27,buy,9140,0.769,2019-05-21/2019-05-22/2019-05-23/2019-05-24,2019-05-27,8940,2019-06-03
000140,2019-06-05,buy,9240,0.703,2019-05-24/2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04,2019-07-29,9320,2019-06-10
000140,2019-06-07,buy,9300,0.71,2019-05-21/2019-05-22/2019-05-23/2019-05-24/2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04/2019-06-05,2019-11-06,9330,2019-06-12
000140,2019-06-28,buy,9080,0.78,2019-06-20/2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27,2019-06-28,9290,2019-07-03
000140,2019-07-01,buy,9000,0.728,2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27/2019-06-28,2019-07-01,11000,2019-07-08
000140,2019-07-03,buy,9290,0.703,2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01/2019-07-02,2019-08-30,11000,2019-07-08
000140,2019-07-04,buy,9220,0.725,2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01/2019-07-02/2019-07-03,2019-09-04,10550,2019-07-09
000140,2019-07-17,buy,10000,0.706,2019-07-09/2019-07-10/2019-07-11/2019-07-12/2019-07-15/2019-07-16,2019-07-17,9930,2019-07-22
000140,2019-07-22,buy,9930,0.798,2019-07-15/2019-07-16/2019-07-17/2019-07-18/2019-07-19,2019-07-22,12000,2019-07-29
000140,2019-07-23,buy,9690,0.71,2019-07-15/2019-07-16/2019-07-17/2019-07-18/2019-07-19/2019-07-22,2019-07-23,12000,2019-07-29
000140,2019-07-24,buy,9420,0.831,2019-07-15/2019-07-16/2019-07-17/2019-07-18/2019-07-19/2019-07-22/2019-07-23,2019-07-24,12000,2019-07-29
000140,2019-07-30,buy,12050,0.731,2019-07-23/2019-07-24/2019-07-25/2019-07-26/2019-07-29,2019-10-02,12200,2019-08-05
000140,2019-08-22,buy,10300,0.745,2019-08-14/2019-08-16/2019-08-19/2019-08-20/2019-08-21,2020-07-30,10500,2019-08-27
