Ticker,Date,Label,Close,Probability,Range,Detect,Five,End
000120,2018-03-12,buy,127500,0.855,2018-03-05/2018-03-06/2018-03-07/2018-03-08/2018-03-09,2019-01-02,136000,2018-03-19
000120,2018-06-05,buy,152500,0.745,2018-05-28/2018-05-29/2018-05-30/2018-05-31/2018-06-01/2018-06-04,2019-04-23,161500,2018-06-11
000120,2018-08-21,buy,152000,0.715,2018-08-10/2018-08-13/2018-08-14/2018-08-16/2018-08-17/2018-08-20,2019-02-28,154000,2018-08-27
000120,2018-10-15,buy,152000,0.763,2018-10-10/2018-10-11/2018-10-12,2019-02-20,163000,2018-10-22
000120,2018-11-28,buy,149000,0.714,2018-11-09/2018-11-12/2018-11-13/2018-11-14/2018-11-15/2018-11-16/2018-11-19/2018-11-20/2018-11-21/2018-11-22/2018-11-23/2018-11-26/2018-11-27,2019-01-18,156500,2018-12-03
000120,2019-01-04,buy,163500,0.703,2018-12-21/2018-12-24/2018-12-26/2018-12-27/2018-12-28/2019-01-02/2019-01-03,2019-01-04,165500,2019-01-09
000120,2019-01-10,buy,163000,0.764,2018-12-27/2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07/2019-01-08/2019-01-09,2019-03-21,170500,2019-01-15
000120,2019-02-08,buy,174000,0.714,2019-01-23/2019-01-24/2019-01-25/2019-01-28/2019-01-29/2019-01-30/2019-01-31/2019-02-01/2019-02-07,2019-02-08,175500,2019-02-13
000120,2019-03-14,buy,182500,0.858,2019-03-07/2019-03-08/2019-03-11/2019-03-12/2019-03-13,2019-03-14,180000,2019-03-19
000120,2019-03-20,buy,176500,0.729,2019-03-07/2019-03-08/2019-03-11/2019-03-12/2019-03-13/2019-03-14/2019-03-15/2019-03-18/2019-03-19,2019-03-20,170500,2019-03-25
000120,2019-03-22,buy,173000,0.753,2019-03-19/2019-03-20/2019-03-21,2019-03-22,164500,2019-03-27
000120,2019-03-26,buy,167000,0.718,2019-03-19/2019-03-20/2019-03-21/2019-03-22/2019-03-25,2019-03-26,169500,2019-04-01
000120,2019-04-01,buy,169500,0.729,2019-03-25/2019-03-26/2019-03-27/2019-03-28/2019-03-29,2019-04-12,170000,2019-04-08
000120,2019-04-24,buy,156500,0.773,2019-04-16/2019-04-17/2019-04-18/2019-04-19/2019-04-22/2019-04-23,2019-04-24,158500,2019-04-29
000120,2019-04-26,buy,158000,0.776,2019-04-22/2019-04-23/2019-04-24/2019-04-25,2019-04-26,163000,2019-05-02
000120,2019-04-29,buy,158500,0.746,2019-04-22/2019-04-23/2019-04-24/2019-04-25/2019-04-26,2019-04-29,161500,2019-05-07
000120,2019-05-24,buy,148500,0.803,2019-05-21/2019-05-22/2019-05-23,2019-05-24,152000,2019-05-29
000120,2019-05-27,buy,149500,0.746,2019-05-21/2019-05-22/2019-05-23/2019-05-24,2019-05-27,159000,2019-06-03
000120,2019-05-28,buy,152000,0.749,2019-05-21/2019-05-22/2019-05-23/2019-05-24/2019-05-27,2019-05-28,159000,2019-06-03
000120,2019-07-02,buy,132500,0.705,2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01,2019-07-05,132000,2019-07-08
000120,2019-07-03,buy,132500,0.725,2019-06-25/2019-06-26/2019-06-27/2019-06-28/2019-07-01/2019-07-02,2019-07-08,132000,2019-07-08
000120,2019-07-10,buy,131000,0.8,2019-07-01/2019-07-02/2019-07-03/2019-07-04/2019-07-05/2019-07-08/2019-07-09,2019-07-10,135000,2019-07-15
000120,2019-07-12,buy,135500,0.739,2019-07-01/2019-07-02/2019-07-03/2019-07-04/2019-07-05/2019-07-08/2019-07-09/2019-07-10/2019-07-11,2019-07-12,139000,2019-07-17
000120,2019-08-08,buy,137000,0.714,2019-08-05/2019-08-06/2019-08-07,2019-08-08,141500,2019-08-13
000120,2019-08-09,buy,137500,0.723,2019-08-05/2019-08-06/2019-08-07/2019-08-08,2019-10-14,142000,2019-08-14
000120,2019-09-16,buy,140500,0.706,2019-09-05/2019-09-06/2019-09-09/2019-09-10/2019-09-11,2019-11-19,144000,2019-09-23
000120,2019-10-04,buy,140500,0.774,2019-09-26/2019-09-27/2019-09-30/2019-10-01/2019-10-02,2019-10-04,144500,2019-10-10
000120,2019-10-07,buy,141500,0.731,2019-09-27/2019-09-30/2019-10-01/2019-10-02/2019-10-04,2019-10-07,145500,2019-10-14
