Ticker,Date,Label,Close,Probability,Range,Detect
000150,2018-01-17,sell,96104,0.853,2018-01-09/2018-01-10/2018-01-11/2018-01-12/2018-01-15/2018-01-16,2019-01-02
000150,2018-02-02,sell,89802,0.779,2018-01-24/2018-01-25/2018-01-26/2018-01-29/2018-01-30/2018-01-31/2018-02-01,2019-01-21
000150,2018-02-05,sell,87045,0.759,2018-01-24/2018-01-25/2018-01-26/2018-01-29/2018-01-30/2018-01-31/2018-02-01/2018-02-02,2019-01-22
000150,2018-03-09,buy,79955,0.861,2018-02-28/2018-03-02/2018-03-05/2018-03-06/2018-03-07/2018-03-08,2019-01-02
000150,2018-03-26,sell,83106,0.852,2018-03-21/2018-03-22/2018-03-23,2019-01-02
000150,2018-04-12,buy,83894,0.846,2018-03-30/2018-04-02/2018-04-03/2018-04-04/2018-04-05/2018-04-06/2018-04-09/2018-04-10/2018-04-11,2019-01-02
000150,2018-05-09,sell,92559,0.896,2018-04-27/2018-04-30/2018-05-02/2018-05-03/2018-05-04/2018-05-08,2019-01-02
000150,2018-07-03,sell,78616,0.722,2018-06-22/2018-06-25/2018-06-26/2018-06-27/2018-06-28/2018-06-29/2018-07-02,2019-06-21
000150,2018-07-11,sell,79561,0.756,2018-07-05/2018-07-06/2018-07-09/2018-07-10,2019-07-02
000150,2018-07-25,buy,78616,0.768,2018-07-17/2018-07-18/2018-07-19/2018-07-20/2018-07-23/2018-07-24,2019-02-08
000150,2018-07-26,buy,78774,0.709,2018-07-16/2018-07-17/2018-07-18/2018-07-19/2018-07-20/2018-07-23/2018-07-24/2018-07-25,2019-01-02
000150,2018-08-01,buy,82318,0.725,2018-07-26/2018-07-27/2018-07-30/2018-07-31,2019-07-26
000150,2018-08-29,buy,91377,0.746,2018-08-22/2018-08-23/2018-08-24/2018-08-27/2018-08-28,2019-07-30
000150,2018-09-04,buy,94922,0.784,2018-08-29/2018-08-30/2018-08-31/2018-09-03,2019-08-29
000150,2018-09-21,sell,107132,0.937,2018-09-11/2018-09-12/2018-09-13/2018-09-14/2018-09-17/2018-09-18/2018-09-19/2018-09-20,2019-01-02
000150,2018-11-05,buy,95316,0.748,2018-10-23/2018-10-24/2018-10-25/2018-10-26/2018-10-29/2018-10-30/2018-10-31/2018-11-01/2018-11-02,2019-03-12
000150,2018-11-21,sell,100042,0.704,2018-11-15/2018-11-16/2018-11-19/2018-11-20,2019-04-19
000150,2018-11-22,sell,100830,0.736,2018-11-08/2018-11-09/2018-11-12/2018-11-13/2018-11-14/2018-11-15/2018-11-16/2018-11-19/2018-11-20/2018-11-21,2019-01-15
000150,2018-11-23,sell,99255,0.752,2018-11-08/2018-11-09/2018-11-12/2018-11-13/2018-11-14/2018-11-15/2018-11-16/2018-11-19/2018-11-20/2018-11-21/2018-11-22,2019-02-11
000150,2018-12-07,sell,94528,0.747,2018-11-28/2018-11-29/2018-11-30/2018-12-03/2018-12-04/2018-12-05/2018-12-06,2019-12-16
000150,2018-12-26,sell,87439,0.785,2018-12-19/2018-12-20/2018-12-21/2018-12-24,2020-01-08
000150,2018-12-28,buy,87833,0.717,2018-12-21/2018-12-24/2018-12-26/2018-12-27,2019-01-02
000150,2019-01-04,buy,78774,0.77,2018-12-28/2019-01-02/2019-01-03,2019-01-04
000150,2019-01-07,buy,81137,0.807,2018-12-28/2019-01-02/2019-01-03/2019-01-04,2019-01-07
000150,2019-01-08,buy,81925,0.775,2018-12-28/2019-01-02/2019-01-03/2019-01-04/2019-01-07,2019-01-08
000150,2019-01-22,sell,89802,0.707,2019-01-17/2019-01-18/2019-01-21,2019-03-28
000150,2019-01-23,sell,89802,0.761,2019-01-17/2019-01-18/2019-01-21/2019-01-22,2019-03-29
000150,2019-02-07,sell,89014,0.715,2019-01-30/2019-01-31/2019-02-01,2020-02-11
000150,2019-02-14,sell,76174,0.735,2019-02-08/2019-02-11/2019-02-12/2019-02-13,2020-02-24
000150,2019-02-20,buy,77198,0.72,2019-02-13/2019-02-14/2019-02-15/2019-02-18/2019-02-19,2019-02-28
000150,2019-02-22,buy,77592,0.785,2019-02-13/2019-02-14/2019-02-15/2019-02-18/2019-02-19/2019-02-20/2019-02-21,2019-02-25
000150,2019-03-13,buy,73968,0.738,2019-03-06/2019-03-07/2019-03-08/2019-03-11/2019-03-12,2019-03-13
000150,2019-03-15,buy,76962,0.739,2019-03-08/2019-03-11/2019-03-12/2019-03-13/2019-03-14,2019-03-25
000150,2019-04-01,buy,75701,0.771,2019-03-27/2019-03-28/2019-03-29,2019-04-10
000150,2019-04-02,buy,75938,0.732,2019-03-27/2019-03-28/2019-03-29/2019-04-01,2019-04-02
000150,2019-04-18,sell,82318,0.793,2019-04-15/2019-04-16/2019-04-17,2019-05-15
000150,2019-05-30,buy,73575,0.732,2019-05-27/2019-05-28/2019-05-29,2019-05-30
000150,2019-06-04,buy,73181,0.714,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03,2019-06-04
000150,2019-06-12,buy,75308,0.708,2019-05-27/2019-05-28/2019-05-29/2019-05-30/2019-05-31/2019-06-03/2019-06-04/2019-06-05/2019-06-07/2019-06-10/2019-06-11,2019-06-14
000150,2019-06-28,sell,79167,0.708,2019-06-13/2019-06-14/2019-06-17/2019-06-18/2019-06-19/2019-06-20/2019-06-21/2019-06-24/2019-06-25/2019-06-26/2019-06-27,2020-06-29
000150,2019-07-09,buy,74756,0.708,2019-07-02/2019-07-03/2019-07-04/2019-07-05/2019-07-08,2019-07-09
000150,2019-07-16,buy,74362,0.778,2019-07-05/2019-07-08/2019-07-09/2019-07-10/2019-07-11/2019-07-12/2019-07-15,2019-07-16
000150,2019-07-17,buy,74283,0.709,2019-07-05/2019-07-08/2019-07-09/2019-07-10/2019-07-11/2019-07-12/2019-07-15/2019-07-16,2019-07-31
000150,2019-08-02,sell,79955,0.733,2019-07-25/2019-07-26/2019-07-29/2019-07-30/2019-07-31/2019-08-01,2019-08-02
000150,2019-08-08,buy,73575,0.794,2019-08-05/2019-08-06/2019-08-07,2019-08-08
000150,2019-08-09,buy,72550,0.845,2019-08-05/2019-08-06/2019-08-07/2019-08-08,2019-08-09
000150,2019-08-13,buy,74047,0.852,2019-08-05/2019-08-06/2019-08-07/2019-08-08/2019-08-09/2019-08-12,2019-08-13
000150,2019-08-14,buy,75859,0.797,2019-08-05/2019-08-06/2019-08-07/2019-08-08/2019-08-09/2019-08-12/2019-08-13,2019-08-14
000150,2019-09-23,sell,83106,0.767,2019-09-09/2019-09-10/2019-09-11/2019-09-16/2019-09-17/2019-09-18/2019-09-19/2019-09-20,2019-09-23
000150,2019-09-24,sell,84288,0.813,2019-09-09/2019-09-10/2019-09-11/2019-09-16/2019-09-17/2019-09-18/2019-09-19/2019-09-20/2019-09-23,2019-09-24
000150,2019-10-29,buy,79500,0.709,2019-10-23/2019-10-24/2019-10-25/2019-10-28,2019-10-29
000150,2019-11-01,buy,75900,0.84,2019-10-23/2019-10-24/2019-10-25/2019-10-28/2019-10-29/2019-10-30/2019-10-31,2019-11-01
000150,2019-11-04,sell,76300,0.725,2019-10-30/2019-10-31/2019-11-01,2020-10-27
000150,2019-11-13,buy,73000,0.714,2019-10-30/2019-10-31/2019-11-01/2019-11-04/2019-11-05/2019-11-06/2019-11-07/2019-11-08/2019-11-11/2019-11-12,2019-11-13
000150,2019-11-14,buy,72300,0.744,2019-11-11/2019-11-12/2019-11-13,2019-11-14
000150,2019-11-15,buy,72600,0.835,2019-11-11/2019-11-12/2019-11-13/2019-11-14,2019-11-15
000150,2019-11-20,buy,74400,0.768,2019-11-11/2019-11-12/2019-11-13/2019-11-14/2019-11-15/2019-11-18/2019-11-19,2019-11-20
000150,2019-11-26,buy,71200,0.773,2019-11-11/2019-11-12/2019-11-13/2019-11-14/2019-11-15/2019-11-18/2019-11-19/2019-11-20/2019-11-21/2019-11-22/2019-11-25,2019-11-26
000150,2019-11-27,buy,70700,0.725,2019-11-20/2019-11-21/2019-11-22/2019-11-25/2019-11-26,2019-11-27
000150,2019-11-28,buy,69700,0.716,2019-11-20/2019-11-21/2019-11-22/2019-11-25/2019-11-26/2019-11-27,2019-11-28
000150,2019-11-29,buy,68200,0.779,2019-11-22/2019-11-25/2019-11-26/2019-11-27/2019-11-28,2019-11-29
000150,2019-12-04,buy,66700,0.789,2019-11-27/2019-11-28/2019-11-29/2019-12-02/2019-12-03,2019-12-04
000150,2019-12-05,buy,66400,0.777,2019-11-28/2019-11-29/2019-12-02/2019-12-03/2019-12-04,2019-12-05
000150,2019-12-06,buy,64500,0.763,2019-11-28/2019-11-29/2019-12-02/2019-12-03/2019-12-04/2019-12-05,2019-12-06
000150,2019-12-11,buy,69400,0.821,2019-12-03/2019-12-04/2019-12-05/2019-12-06/2019-12-09/2019-12-10,2019-12-11
000150,2019-12-30,sell,70300,0.731,2019-12-13/2019-12-16/2019-12-17/2019-12-18/2019-12-19/2019-12-20/2019-12-23/2019-12-24/2019-12-26/2019-12-27,2020-02-26
000150,2020-01-03,buy,68300,0.767,2019-12-26/2019-12-27/2019-12-30/2020-01-02,2020-01-03
000150,2020-01-06,buy,66600,0.74,2019-12-26/2019-12-27/2019-12-30/2020-01-02/2020-01-03,2020-01-06
000150,2020-01-07,buy,66300,0.779,2019-12-30/2020-01-02/2020-01-03/2020-01-06,2020-01-07
000150,2020-01-08,buy,64800,0.736,2019-12-30/2020-01-02/2020-01-03/2020-01-06/2020-01-07,2020-01-08
000150,2020-01-09,buy,65600,0.774,2020-01-03/2020-01-06/2020-01-07/2020-01-08,2020-01-09
000150,2020-01-20,sell,67500,0.71,2020-01-10/2020-01-13/2020-01-14/2020-01-15/2020-01-16/2020-01-17,2020-12-28
000150,2020-01-21,sell,66600,0.789,2020-01-10/2020-01-13/2020-01-14/2020-01-15/2020-01-16/2020-01-17/2020-01-20,2021-01-07
000150,2020-02-04,buy,61500,0.716,2020-01-30/2020-01-31/2020-02-03,2020-02-04
000150,2020-02-05,buy,62400,0.818,2020-01-30/2020-01-31/2020-02-03/2020-02-04,2020-02-05
000150,2020-02-07,buy,64000,0.835,2020-01-30/2020-01-31/2020-02-03/2020-02-04/2020-02-05/2020-02-06,2020-02-07
000150,2020-02-24,buy,57400,0.726,2020-02-18/2020-02-19/2020-02-20/2020-02-21,2020-02-24
000150,2020-02-26,buy,58800,0.806,2020-02-20/2020-02-21/2020-02-24/2020-02-25,2020-02-26
000150,2020-03-03,buy,57300,0.731,2020-02-27/2020-02-28/2020-03-02,2020-03-06
000150,2020-03-04,buy,59500,0.706,2020-02-27/2020-02-28/2020-03-02/2020-03-03,2020-03-09
000150,2020-03-10,sell,55700,0.706,2020-03-02/2020-03-03/2020-03-04/2020-03-05/2020-03-06/2020-03-09,2020-04-21
000150,2020-03-18,buy,32400,0.763,2020-03-12/2020-03-13/2020-03-16/2020-03-17,2020-03-18
000150,2020-03-23,buy,27050,0.796,2020-03-18/2020-03-19/2020-03-20,2020-03-23
000150,2020-05-06,sell,38700,0.704,2020-04-27/2020-04-28/2020-04-29/2020-05-04,2021-04-21
000150,2020-05-20,buy,36900,0.725,2020-05-14/2020-05-15/2020-05-18/2020-05-19,2020-06-26
000150,2020-06-10,sell,47000,0.785,2020-06-05/2020-06-08/2020-06-09,2020-06-11
000150,2020-07-14,buy,38250,0.723,2020-07-07/2020-07-08/2020-07-09/2020-07-10/2020-07-13,2020-08-14
000150,2020-07-15,buy,38850,0.746,2020-07-06/2020-07-07/2020-07-08/2020-07-09/2020-07-10/2020-07-13/2020-07-14,2020-11-13
000150,2020-07-23,sell,44650,0.719,2020-07-20/2020-07-21/2020-07-22,2020-08-26
000150,2020-08-04,sell,45700,0.756,2020-07-29/2020-07-30/2020-07-31/2020-08-03,2020-09-18
000150,2020-08-24,buy,42000,0.71,2020-08-19/2020-08-20/2020-08-21,2020-10-26
000150,2020-09-09,sell,50700,0.762,2020-09-04/2020-09-07/2020-09-08,2020-09-09
000150,2020-09-25,buy,44400,0.74,2020-09-21/2020-09-22/2020-09-23/2020-09-24,2020-09-25
000150,2020-09-29,buy,46850,0.742,2020-09-22/2020-09-23/2020-09-24/2020-09-25/2020-09-28,2020-12-04
000150,2020-10-21,buy,47600,0.761,2020-10-14/2020-10-15/2020-10-16/2020-10-19/2020-10-20,2021-09-28
000150,2020-11-13,sell,48550,0.707,2020-11-06/2020-11-09/2020-11-10/2020-11-11/2020-11-12,2020-11-25
000150,2020-12-02,sell,53300,0.708,2020-11-23/2020-11-24/2020-11-25/2020-11-26/2020-11-27/2020-11-30/2020-12-01,2020-12-02
000150,2020-12-15,sell,52500,0.721,2020-12-10/2020-12-11/2020-12-14,2020-12-15
000150,2021-01-04,buy,52000,0.747,2020-12-28/2020-12-29/2020-12-30,2021-01-04
000150,2021-01-05,buy,52400,0.813,2020-12-28/2020-12-29/2020-12-30/2021-01-04,2021-01-05
000150,2021-01-07,buy,53400,0.815,2020-12-28/2020-12-29/2020-12-30/2021-01-04/2021-01-05/2021-01-06,2021-01-07
000150,2021-01-13,buy,50200,0.726,2021-01-08/2021-01-11/2021-01-12,2021-01-13
000150,2021-01-19,sell,55600,0.853,2021-01-13/2021-01-14/2021-01-15/2021-01-18,2021-01-19
000150,2021-02-01,buy,52300,0.785,2021-01-27/2021-01-28/2021-01-29,2021-02-01
000150,2021-02-25,buy,48350,0.715,2021-02-22/2021-02-23/2021-02-24,2021-02-25
000150,2021-02-26,buy,46650,0.749,2021-02-22/2021-02-23/2021-02-24/2021-02-25,2021-02-26
000150,2021-03-04,buy,47850,0.766,2021-02-25/2021-02-26/2021-03-02/2021-03-03,2021-03-10
000150,2021-05-06,sell,64700,0.776,2021-04-30/2021-05-03/2021-05-04,2021-05-10
000150,2021-05-12,sell,67200,0.722,2021-05-07/2021-05-10/2021-05-11,2021-05-12
000150,2021-05-13,sell,69200,0.78,2021-05-07/2021-05-10/2021-05-11/2021-05-12,2021-05-13
000150,2021-05-24,sell,78200,0.76,2021-05-18/2021-05-20/2021-05-21,2021-05-24
000150,2021-06-01,sell,83900,0.714,2021-05-26/2021-05-27/2021-05-28/2021-05-31,2021-06-01
000150,2021-06-02,sell,90000,0.839,2021-05-26/2021-05-27/2021-05-28/2021-05-31/2021-06-01,2021-06-02
000150,2021-06-04,sell,88100,0.757,2021-06-01/2021-06-02/2021-06-03,2021-06-04
000150,2021-06-09,sell,97500,0.78,2021-06-04/2021-06-07/2021-06-08,2021-06-09
000150,2021-07-09,sell,100500,0.821,2021-07-05/2021-07-06/2021-07-07/2021-07-08,2021-07-09
000150,2021-07-19,sell,108000,0.76,2021-07-13/2021-07-14/2021-07-15/2021-07-16,2021-07-19
000150,2021-07-20,sell,105500,0.72,2021-07-13/2021-07-14/2021-07-15/2021-07-16/2021-07-19,2021-07-20
000150,2021-07-21,buy,102500,0.753,2021-07-16/2021-07-19/2021-07-20,2021-07-21
000150,2021-07-26,buy,99600,0.702,2021-07-19/2021-07-20/2021-07-21/2021-07-22/2021-07-23,2021-07-26
000150,2021-08-17,sell,88900,0.804,2021-08-03/2021-08-04/2021-08-05/2021-08-06/2021-08-09/2021-08-10/2021-08-11/2021-08-12/2021-08-13,2021-08-17
000150,2021-08-20,buy,85700,0.707,2021-08-13/2021-08-17/2021-08-18/2021-08-19,2021-08-20
000150,2021-08-25,buy,90000,0.708,2021-08-13/2021-08-17/2021-08-18/2021-08-19/2021-08-20/2021-08-23/2021-08-24,2021-09-03
000150,2021-10-12,buy,89300,0.741,2021-10-05/2021-10-06/2021-10-07/2021-10-08,2021-10-12
000150,2021-10-14,buy,98200,0.743,2021-09-30/2021-10-01/2021-10-05/2021-10-06/2021-10-07/2021-10-08/2021-10-12/2021-10-13,2021-11-24
000150,2021-10-29,sell,103000,0.794,2021-10-22/2021-10-25/2021-10-26/2021-10-27/2021-10-28,2021-10-29
000150,2021-11-11,sell,131500,0.708,2021-11-08/2021-11-09/2021-11-10,2021-11-15
000150,2021-11-22,sell,126000,0.823,2021-11-11/2021-11-12/2021-11-15/2021-11-16/2021-11-17/2021-11-18/2021-11-19,2021-11-23
000150,2021-11-26,buy,120500,0.821,2021-11-19/2021-11-22/2021-11-23/2021-11-24/2021-11-25,2021-11-26
000150,2021-12-01,buy,112000,0.799,2021-11-26/2021-11-29/2021-11-30,2021-12-01
