Ticker,Date,Label,Close,Probability,Range,Detect
000700,2018-01-17,buy,6670,0.785,2018-01-03/2018-01-04/2018-01-05/2018-01-08/2018-01-09/2018-01-10/2018-01-11/2018-01-12/2018-01-15/2018-01-16,2019-01-03
000700,2018-01-31,sell,7580,0.806,2018-01-22/2018-01-23/2018-01-24/2018-01-25/2018-01-26/2018-01-29/2018-01-30,2019-01-02
000700,2018-03-14,buy,6740,0.898,2018-02-27/2018-02-28/2018-03-02/2018-03-05/2018-03-06/2018-03-07/2018-03-08/2018-03-09/2018-03-12/2018-03-13,2019-01-02
000700,2018-03-28,sell,7090,0.771,2018-03-22/2018-03-23/2018-03-26/2018-03-27,2019-01-31
000700,2018-04-11,sell,7220,0.82,2018-04-04/2018-04-05/2018-04-06/2018-04-09/2018-04-10,2019-03-29
000700,2018-05-03,buy,6870,0.722,2018-04-20/2018-04-23/2018-04-24/2018-04-25/2018-04-26/2018-04-27/2018-04-30/2018-05-02,2019-02-01
000700,2018-05-17,sell,7060,0.839,2018-05-09/2018-05-10/2018-05-11/2018-05-14/2018-05-15/2018-05-16,2019-01-31
000700,2018-05-18,sell,7010,0.706,2018-05-09/2018-05-10/2018-05-11/2018-05-14/2018-05-15/2018-05-16/2018-05-17,2019-01-29
000700,2018-05-29,buy,6830,0.709,2018-05-21/2018-05-23/2018-05-24/2018-05-25/2018-05-28,2019-03-21
000700,2018-08-29,buy,5960,0.722,2018-08-16/2018-08-17/2018-08-20/2018-08-21/2018-08-22/2018-08-23/2018-08-24/2018-08-27/2018-08-28,2019-01-09
000700,2018-09-13,sell,6530,0.708,2018-09-06/2018-09-07/2018-09-10/2018-09-11/2018-09-12,2019-01-02
000700,2018-10-15,buy,6550,0.771,2018-10-04/2018-10-05/2018-10-08/2018-10-10/2018-10-11/2018-10-12,2019-09-25
000700,2018-10-24,sell,6930,0.929,2018-10-16/2018-10-17/2018-10-18/2018-10-19/2018-10-22/2018-10-23,2019-01-02
000700,2018-11-27,buy,6190,0.833,2018-11-20/2018-11-21/2018-11-22/2018-11-23/2018-11-26,2019-01-02
000700,2018-12-17,buy,6390,0.72,2018-12-11/2018-12-12/2018-12-13/2018-12-14,2019-12-05
000700,2019-01-02,buy,6370,0.713,2018-12-26/2018-12-27/2018-12-28,2019-12-17
000700,2019-01-15,sell,7830,0.72,2019-01-09/2019-01-10/2019-01-11/2019-01-14,2019-01-23
000700,2019-02-01,sell,8910,0.8,2019-01-29/2019-01-30/2019-01-31,2019-02-01
000700,2019-02-08,buy,8280,0.716,2019-01-30/2019-01-31/2019-02-01/2019-02-07,2019-02-08
000700,2019-02-12,buy,8330,0.728,2019-02-07/2019-02-08/2019-02-11,2019-02-12
000700,2019-02-15,buy,7530,0.823,2019-02-12/2019-02-13/2019-02-14,2019-02-15
000700,2019-02-18,buy,7630,0.736,2019-02-12/2019-02-13/2019-02-14/2019-02-15,2019-02-18
